"Date","Price","Open","High","Low","Vol.","Change %"
"01/07/2021","63,042.88","61,933.64","63,042.88","61,857.42","202.37M","1.92%"
"01/06/2021","61,857.42","61,115.27","61,977.97","60,921.37","201.64M","1.54%"
"01/05/2021","60,921.37","60,472.65","61,169.50","60,436.93","250.44M","0.73%"
"01/04/2021","60,479.42","59,784.96","60,479.42","59,408.68","180.77M","1.80%"
"12/31/2020","59,408.68","59,560.88","59,634.93","58,994.51","67.17M","-0.38%"
"12/30/2020","59,634.93","59,874.73","60,055.13","59,246.40","103.67M","0.66%"
"12/29/2020","59,246.40","58,889.02","59,681.53","58,745.51","117.77M","0.41%"
"12/28/2020","59,006.07","58,955.67","59,243.61","58,535.21","96.95M","-0.29%"
"12/24/2020","59,175.80","58,956.71","59,175.80","58,764.16","47.28M","0.32%"
"12/23/2020","58,986.72","58,584.76","59,047.41","58,466.80","102.18M","0.63%"
"12/22/2020","58,619.75","58,572.28","58,763.40","58,349.72","186.42M","-0.16%"
"12/21/2020","58,714.87","59,657.52","59,788.12","58,142.43","318.86M","-1.80%"
"12/18/2020","59,788.12","60,339.54","60,544.30","59,788.12","622.82M","-1.25%"
"12/17/2020","60,544.30","59,883.89","60,591.92","59,478.26","574.88M","1.79%"
"12/15/2020","59,478.26","59,356.48","59,577.78","59,059.25","266.03M","-0.05%"
"12/14/2020","59,508.80","59,191.11","59,648.89","59,191.11","263.17M","0.16%"
"12/11/2020","59,412.61","59,161.59","59,424.07","58,908.64","358.54M","0.22%"
"12/10/2020","59,282.77","59,206.38","59,303.94","58,875.49","422.14M","-0.02%"
"12/09/2020","59,291.75","59,045.58","59,669.66","59,045.58","380.81M","0.22%"
"12/08/2020","59,159.36","59,468.03","59,607.85","58,976.12","288.51M","-0.62%"
"12/07/2020","59,527.70","59,422.78","59,527.70","58,999.00","320.29M","0.18%"
"12/04/2020","59,419.37","59,319.74","59,468.12","58,947.48","391.24M","0.80%"
"12/03/2020","58,947.48","58,747.53","59,147.23","58,281.98","445.75M","1.14%"
"12/02/2020","58,281.98","57,710.96","58,281.98","57,509.72","371.89M","1.34%"
"12/01/2020","57,509.72","57,329.86","57,712.36","57,091.89","318.01M","0.73%"
"11/30/2020","57,091.89","57,518.11","57,822.50","56,809.35","867.55M","-1.26%"
"11/27/2020","57,822.50","57,848.96","58,128.81","57,662.31","267.93M","-0.17%"
"11/26/2020","57,923.69","57,943.64","58,097.44","57,741.41","255.37M","0.31%"
"11/25/2020","57,742.19","57,747.68","57,862.70","57,522.84","321.23M","-0.03%"
"11/24/2020","57,761.92","57,289.26","57,885.46","57,289.26","308.03M","1.08%"
"11/23/2020","57,147.31","56,805.28","57,435.85","56,615.28","290.12M","0.94%"
"11/20/2020","56,615.28","56,949.73","56,949.73","56,459.10","251.70M","-0.24%"
"11/19/2020","56,753.49","56,932.34","57,323.67","56,591.20","335.94M","-0.99%"
"11/18/2020","57,323.67","57,048.84","57,522.38","56,686.70","352.82M","0.47%"
"11/17/2020","57,053.01","57,109.89","57,505.45","56,994.48","347.01M","-0.37%"
"11/16/2020","57,267.00","57,557.52","57,585.77","57,159.58","431.99M","0.15%"
"11/13/2020","57,182.60","56,953.16","57,209.65","56,745.58","333.01M","0.27%"
"11/12/2020","57,031.19","57,956.04","57,956.04","56,934.90","472.43M","-1.00%"
"11/11/2020","57,607.30","57,537.61","57,843.76","57,374.69","520.64M","-0.11%"
"11/10/2020","57,672.12","56,961.35","57,741.73","56,671.02","393.15M","0.64%"
"11/09/2020","57,307.49","56,873.46","57,952.01","56,387.04","485.47M","1.63%"
"11/06/2020","56,387.04","55,093.83","56,564.22","54,933.36","278.30M","2.10%"
"11/05/2020","55,225.24","54,383.62","55,239.01","53,656.21","312.48M","2.92%"
"11/04/2020","53,656.21","53,527.37","53,975.53","52,811.67","293.94M","0.88%"
"11/03/2020","53,187.81","52,795.96","53,597.20","52,618.04","246.10M","1.08%"
"11/02/2020","52,618.04","51,867.07","52,695.06","51,684.70","249.21M","1.81%"
"10/30/2020","51,684.70","51,916.44","52,028.79","51,225.53","319.52M","-0.41%"
"10/29/2020","51,896.97","52,853.72","52,853.72","51,420.95","274.16M","-0.79%"
"10/28/2020","52,308.14","54,333.40","54,333.40","52,273.21","252.27M","-3.28%"
"10/27/2020","54,079.43","55,059.95","55,059.95","53,986.37","211.39M","-1.48%"
"10/26/2020","54,890.88","55,150.38","55,339.58","54,819.71","228.49M","-0.81%"
"10/23/2020","55,339.58","54,937.89","55,523.73","54,796.42","356.96M","0.99%"
"10/22/2020","54,796.42","55,121.42","55,345.49","54,731.14","376.60M","-0.99%"
"10/21/2020","55,345.49","55,318.92","55,481.96","54,936.33","268.52M","0.13%"
"10/20/2020","55,271.75","54,997.38","55,328.03","54,838.83","222.31M","0.20%"
"10/19/2020","55,161.03","55,203.84","55,404.80","55,013.02","241.01M","0.21%"
"10/16/2020","55,047.26","55,118.44","55,206.72","54,843.96","234.74M","0.37%"
"10/15/2020","54,843.96","54,769.56","55,394.23","54,359.64","270.04M","-0.99%"
"10/14/2020","55,394.23","55,259.79","55,470.73","55,054.53","248.10M","0.62%"
"10/13/2020","55,054.53","55,576.43","55,599.32","54,992.08","228.28M","-0.90%"
"10/12/2020","55,552.35","55,451.68","55,767.18","55,182.99","264.59M","0.67%"
"10/09/2020","55,182.99","54,764.71","55,182.99","54,554.85","236.06M","1.15%"
"10/08/2020","54,554.85","54,771.13","54,870.69","54,447.24","274.36M","-0.36%"
"10/07/2020","54,749.77","54,354.82","54,749.77","54,032.10","231.64M","1.01%"
"10/06/2020","54,203.83","54,882.42","54,882.42","54,183.92","269.92M","-0.59%"
"10/05/2020","54,524.05","54,467.63","54,698.86","54,219.24","268.83M","0.56%"
"10/02/2020","54,219.24","54,040.41","54,446.78","53,782.18","298.67M","-0.42%"
"10/01/2020","54,446.78","54,394.49","54,815.95","54,171.95","287.80M","0.34%"
"09/30/2020","54,264.96","54,430.57","54,683.03","54,140.34","379.78M","-0.44%"
"09/29/2020","54,506.88","54,603.12","54,734.93","54,352.33","306.62M","-0.39%"
"09/28/2020","54,718.80","53,628.45","54,916.35","53,587.11","224.82M","2.11%"
"09/25/2020","53,587.11","53,861.60","54,247.81","52,963.60","271.57M","-1.22%"
"09/23/2020","54,247.81","53,445.68","54,641.54","53,213.12","264.24M","1.84%"
"09/22/2020","53,265.33","53,430.67","53,578.84","53,059.14","253.90M","-0.10%"
"09/21/2020","53,319.08","54,358.64","54,673.65","53,053.61","268.52M","-2.48%"
"09/18/2020","54,673.65","55,138.46","55,266.63","54,598.80","850.78M","-0.66%"
"09/17/2020","55,035.60","55,253.33","55,960.74","54,785.09","525.53M","-1.65%"
"09/16/2020","55,960.74","56,130.62","56,245.43","55,833.03","386.31M","-0.30%"
"09/15/2020","56,130.78","56,693.96","56,722.80","56,014.07","374.52M","-0.35%"
"09/14/2020","56,327.05","56,536.86","56,658.96","56,034.47","254.74M","0.43%"
"09/11/2020","56,087.84","55,838.19","56,276.95","55,780.46","320.46M","0.24%"
"09/10/2020","55,953.96","55,271.52","56,327.40","55,051.16","436.08M","1.35%"
"09/09/2020","55,211.34","54,489.35","55,211.34","54,438.82","382.62M","1.42%"
"09/08/2020","54,438.82","54,369.94","54,692.20","54,111.56","318.88M","0.07%"
"09/07/2020","54,400.28","53,906.39","54,512.62","53,878.95","207.64M","0.97%"
"09/04/2020","53,878.95","54,170.04","54,596.11","53,684.89","300.99M","-1.18%"
"09/03/2020","54,522.35","55,679.72","55,861.88","54,491.44","298.01M","-2.40%"
"09/02/2020","55,861.88","56,221.06","56,441.67","55,712.29","305.15M","-0.12%"
"09/01/2020","55,927.69","56,146.88","56,478.49","55,484.93","393.34M","0.81%"
"08/31/2020","55,476.11","56,292.70","56,515.39","55,308.85","538.95M","-1.04%"
"08/28/2020","56,057.10","56,838.41","56,926.13","55,820.96","268.94M","-1.43%"
"08/27/2020","56,869.67","56,976.09","57,368.38","56,572.24","293.94M","0.53%"
"08/26/2020","56,572.24","56,161.62","56,598.80","55,853.36","258.84M","0.82%"
"08/25/2020","56,114.23","56,619.12","56,853.20","56,052.67","250.32M","-0.90%"
"08/24/2020","56,625.42","56,291.90","57,046.20","55,949.92","274.33M","1.21%"
"08/21/2020","55,949.92","56,142.63","56,416.52","55,432.08","240.30M","0.58%"
"08/20/2020","55,629.98","55,893.58","56,433.28","55,267.40","276.23M","-1.42%"
"08/19/2020","56,433.28","56,769.39","57,025.16","56,387.23","288.44M","-1.04%"
"08/18/2020","57,025.16","57,593.92","57,664.24","56,891.72","348.30M","-0.71%"
"08/17/2020","57,435.08","57,397.88","57,674.14","57,008.54","288.08M","0.63%"
"08/14/2020","57,077.48","57,342.19","57,419.46","56,923.80","259.37M","-0.60%"
"08/13/2020","57,419.46","57,101.15","57,459.50","56,814.97","383.26M","0.00%"
"08/12/2020","57,417.28","57,045.56","57,610.21","56,862.28","373.86M","0.44%"
"08/11/2020","57,168.24","56,941.85","57,676.49","56,757.73","372.57M","0.72%"
"08/07/2020","56,757.73","57,654.38","57,654.38","56,539.47","274.93M","-1.56%"
"08/06/2020","57,656.69","57,755.26","58,092.12","57,586.00","326.42M","0.05%"
"08/05/2020","57,629.36","56,882.24","57,797.79","56,248.93","314.13M","2.45%"
"08/04/2020","56,248.93","56,110.63","56,368.28","55,829.40","262.30M","0.75%"
"08/03/2020","55,829.40","55,961.73","56,314.24","55,420.12","301.41M","0.19%"
"07/31/2020","55,721.80","56,124.80","56,655.90","55,662.97","382.20M","-0.22%"
"07/30/2020","55,844.90","56,884.57","57,068.43","55,720.78","331.93M","-1.52%"
"07/29/2020","56,707.74","56,312.66","56,829.51","56,312.66","286.50M","0.39%"
"07/28/2020","56,488.11","56,471.91","56,495.34","55,973.39","287.14M","0.29%"
"07/27/2020","56,326.20","55,850.51","56,425.88","55,645.65","332.21M","1.22%"
"07/24/2020","55,645.65","55,310.65","56,070.70","55,300.11","298.97M","-0.76%"
"07/23/2020","56,070.70","56,269.49","56,446.87","55,834.24","317.26M","0.42%"
"07/22/2020","55,834.24","56,349.82","56,488.50","55,547.79","311.07M","-1.04%"
"07/21/2020","56,422.14","57,096.21","57,415.26","56,265.36","338.54M","0.28%"
"07/20/2020","56,265.36","55,945.29","56,455.44","55,731.92","269.81M","0.63%"
"07/17/2020","55,911.80","55,899.54","55,951.13","55,637.86","201.78M","0.33%"
"07/16/2020","55,729.45","55,110.13","55,947.05","54,962.77","282.71M","-0.39%"
"07/15/2020","55,947.05","55,891.66","56,421.68","55,531.05","354.66M","0.75%"
"07/14/2020","55,531.05","55,603.29","56,199.46","55,053.58","332.84M","-1.19%"
"07/13/2020","56,199.46","55,691.52","56,283.92","55,417.89","327.68M","1.41%"
"07/10/2020","55,417.89","55,186.53","55,925.95","54,999.48","355.98M","-0.66%"
"07/09/2020","55,787.90","56,220.45","56,515.82","55,787.90","450.37M","-0.15%"
"07/08/2020","55,870.69","55,565.38","55,920.54","55,243.80","352.04M","1.13%"
"07/07/2020","55,243.80","54,951.03","55,292.34","54,606.84","333.44M","0.72%"
"07/06/2020","54,846.28","54,833.57","55,291.18","54,521.90","260.18M","0.59%"
"07/03/2020","54,521.90","54,628.43","54,925.35","54,403.66","200.70M","-0.17%"
"07/02/2020","54,617.19","54,385.48","54,963.53","53,787.72","297.74M","1.54%"
"07/01/2020","53,787.72","54,306.86","54,568.06","53,572.97","396.39M","-1.06%"
"06/30/2020","54,362.36","54,452.30","54,561.41","54,048.11","486.78M","0.41%"
"06/29/2020","54,141.50","53,668.78","54,240.75","53,335.35","372.36M","0.92%"
"06/26/2020","53,648.05","54,299.16","54,375.14","53,632.34","382.44M","-0.49%"
"06/25/2020","53,914.05","54,150.09","54,447.73","53,650.31","490.65M","-0.98%"
"06/24/2020","54,447.73","55,473.66","55,635.95","54,275.34","613.26M","-1.85%"
"06/23/2020","55,474.93","54,977.02","55,627.06","54,230.17","366.41M","2.30%"
"06/22/2020","54,230.17","54,167.96","54,678.70","54,063.30","339.64M","0.01%"
"06/19/2020","54,224.40","54,418.50","54,651.87","53,941.22","1.09B","0.52%"
"06/18/2020","53,941.22","53,926.41","54,315.71","53,495.12","","-0.16%"
"06/17/2020","54,027.42","53,456.47","54,040.12","52,270.20","429.64M","3.36%"
"06/15/2020","52,270.20","52,408.83","52,408.83","51,965.95","324.24M","-2.55%"
"06/12/2020","53,639.64","52,273.76","53,734.00","52,190.35","309.48M","0.65%"
"06/11/2020","53,295.30","53,226.08","53,672.63","52,398.37","430.42M","-0.70%"
"06/10/2020","53,672.63","54,668.47","54,668.47","53,508.95","411.79M","-1.49%"
"06/09/2020","54,483.48","54,798.69","54,798.69","54,078.01","467.93M","-0.37%"
"06/08/2020","54,684.32","54,453.31","54,912.52","54,293.62","500.07M","-0.07%"
"06/05/2020","54,722.38","53,386.34","54,909.73","53,204.79","595.09M","2.85%"
"06/04/2020","53,204.79","53,645.28","53,673.14","53,040.97","484.22M","-0.82%"
"06/03/2020","53,645.28","52,808.02","53,645.28","52,496.86","599.52M","2.19%"
"06/02/2020","52,496.86","51,446.17","52,715.78","50,929.59","522.20M","3.08%"
"06/01/2020","50,929.59","51,595.58","51,595.58","50,483.00","288.97M","0.88%"
"05/29/2020","50,483.00","51,031.51","51,031.51","50,399.23","1.32B","-1.76%"
"05/28/2020","51,389.12","50,580.18","51,389.12","50,447.41","427.78M","1.77%"
"05/27/2020","50,495.95","50,564.90","50,564.90","50,307.17","","-0.21%"
"05/26/2020","50,602.50","50,530.08","50,819.38","50,074.21","358.91M","1.06%"
"05/25/2020","50,074.21","50,356.60","50,356.60","49,814.10","215.81M","-0.15%"
"05/22/2020","50,147.21","49,973.10","51,022.76","49,530.83","378.57M","-1.72%"
"05/21/2020","51,022.76","51,604.76","51,604.76","51,022.76","414.50M","-2.15%"
"05/20/2020","52,142.75","51,981.38","52,231.57","51,770.20","367.61M","0.37%"
"05/19/2020","51,950.14","51,738.60","52,056.31","51,382.06","383.62M","1.11%"
"05/18/2020","51,382.06","50,134.04","51,382.06","49,628.72","345.65M","3.53%"
"05/15/2020","49,628.72","49,496.78","50,050.63","49,113.06","308.73M","1.05%"
"05/14/2020","49,113.06","49,261.10","49,261.10","48,804.95","342.46M","-2.07%"
"05/13/2020","50,152.05","50,071.14","50,690.00","49,326.66","368.83M","-0.33%"
"05/12/2020","50,319.41","50,285.02","50,795.46","50,202.85","368.10M","0.23%"
"05/11/2020","50,202.85","51,043.89","51,043.89","50,142.21","263.30M","-1.57%"
"05/08/2020","51,003.58","50,568.50","51,126.49","50,019.70","396.37M","1.97%"
"05/07/2020","50,019.70","49,733.18","50,261.07","49,596.41","308.57M","0.38%"
"05/06/2020","49,831.99","49,394.61","49,892.30","48,914.45","310.55M","1.32%"
"05/05/2020","49,184.16","49,442.58","49,442.58","48,969.73","333.11M","0.00%"
"05/04/2020","49,186.59","49,191.47","49,191.47","48,366.49","342.31M","-2.28%"
"04/30/2020","50,336.72","51,047.68","51,047.68","50,068.16","404.78M","-1.02%"
"04/29/2020","50,857.25","50,193.11","50,857.25","49,976.52","574.41M","1.66%"
"04/28/2020","50,029.22","49,934.44","50,349.11","49,494.30","418.15M","1.01%"
"04/24/2020","49,527.23","49,230.74","49,653.05","48,900.00","408.38M","-0.15%"
"04/23/2020","49,601.82","48,460.60","49,682.57","48,108.49","340.40M","3.10%"
"04/22/2020","48,108.49","47,954.00","48,216.67","47,596.34","357.31M","1.01%"
"04/21/2020","47,628.87","48,323.35","48,323.35","47,264.12","376.46M","-2.50%"
"04/20/2020","48,849.52","49,334.14","49,334.14","48,255.05","325.51M","-0.58%"
"04/17/2020","49,134.65","49,350.41","49,350.41","48,245.11","342.25M","1.84%"
"04/16/2020","48,245.11","48,718.68","48,718.68","48,215.08","456.58M","-0.12%"
"04/15/2020","48,301.28","49,690.47","49,690.47","47,977.96","445.08M","-3.15%"
"04/14/2020","49,874.51","48,813.39","49,941.19","48,011.56","464.09M","3.88%"
"04/09/2020","48,011.56","47,469.42","48,016.30","46,583.14","420.17M","2.83%"
"04/08/2020","46,689.90","47,331.14","47,331.14","46,376.33","349.93M","-1.70%"
"04/07/2020","47,496.72","46,780.34","47,496.72","46,240.35","544.79M","2.72%"
"04/06/2020","46,240.35","45,793.91","46,562.34","44,598.70","338.26M","3.68%"
"04/03/2020","44,598.70","44,798.53","44,798.53","44,142.39","364.49M","-1.03%"
"04/02/2020","45,060.69","44,076.24","45,060.69","43,732.44","400.15M","3.04%"
"04/01/2020","43,732.44","43,836.82","43,836.82","42,947.12","413.48M","-1.70%"
"03/31/2020","44,490.31","43,827.69","44,490.31","43,413.63","478.48M","2.48%"
"03/30/2020","43,413.63","43,376.21","43,989.92","42,714.20","696.36M","1.09%"
"03/27/2020","42,946.83","44,877.91","44,877.91","42,644.66","451.08M","-4.66%"
"03/26/2020","45,046.35","43,307.19","45,046.35","43,044.95","548.52M","9.47%"
"03/25/2020","41,149.35","42,073.75","43,278.25","41,149.35","551.96M","0.00%"
"03/24/2020","41,149.35","38,914.50","41,149.35","38,267.21","647.73M","7.53%"
"03/23/2020","38,267.21","39,157.94","39,157.94","38,145.51","642.95M","-4.98%"
"03/20/2020","40,272.00","39,021.90","40,272.00","39,021.90","1.17B","6.08%"
"03/19/2020","37,963.01","38,838.12","38,838.12","37,177.92","936.09M","-1.66%"
"03/18/2020","38,604.88","40,608.87","40,608.87","38,145.51","642.95M","-7.15%"
"03/17/2020","41,579.58","41,210.79","41,579.58","40,390.38","567.03M","2.67%"
"03/16/2020","40,500.23","43,478.75","43,478.75","38,784.34","541.63M","-8.32%"
"03/13/2020","44,177.63","45,001.17","45,001.17","44,069.10","525.63M","-0.28%"
"03/12/2020","44,303.47","47,569.83","49,074.09","44,078.60","696.36M","-9.72%"
"03/11/2020","49,074.09","49,116.90","49,116.90","48,936.28","421.35M","-0.79%"
"03/10/2020","49,466.01","49,806.79","49,806.79","48,819.55","402.58M","1.32%"
"03/09/2020","48,819.55","50,500.67","50,500.67","48,588.67","481.21M","-6.23%"
"03/06/2020","52,064.72","52,063.84","52,936.27","51,506.05","434.68M","-1.65%"
"03/05/2020","52,936.27","53,594.79","53,594.79","52,677.14","413.71M","0.02%"
"03/04/2020","52,926.75","52,730.31","53,380.81","52,726.05","332.96M","-0.06%"
"03/03/2020","52,957.85","52,510.34","53,379.42","51,840.09","371.93M","2.16%"
"03/02/2020","51,840.09","52,231.98","52,231.98","50,875.08","696.36M","1.57%"
"02/28/2020","51,038.18","52,021.01","53,444.83","50,875.08","91.19M","-4.50%"
"02/27/2020","53,444.83","54,432.16","55,047.20","53,420.58","308.92M","-2.91%"
"02/26/2020","55,047.20","54,127.05","55,254.92","53,643.21","440.57M","0.43%"
"02/25/2020","54,809.51","55,287.78","55,496.51","54,697.96","351.96M","-0.13%"
"02/24/2020","54,881.56","56,666.33","57,336.21","54,725.19","395.03M","-4.28%"
"02/21/2020","57,336.21","57,341.85","57,793.03","56,878.16","274.12M","-0.79%"
"02/20/2020","57,793.03","58,126.87","58,270.49","57,739.20","289.75M","-0.26%"
"02/19/2020","57,940.97","57,795.34","58,017.50","57,795.34","393.03M","0.39%"
"02/18/2020","57,714.66","57,842.10","58,187.96","57,483.61","281.76M","-0.81%"
"02/17/2020","58,187.96","58,005.42","58,270.72","57,861.76","265.00M","0.56%"
"02/14/2020","57,861.76","57,896.59","57,992.30","57,590.01","251.19M","0.05%"
"02/13/2020","57,835.69","57,887.44","58,195.12","57,583.81","294.30M","0.16%"
"02/12/2020","57,744.13","57,142.91","57,964.56","56,885.58","323.88M","1.34%"
"02/11/2020","56,981.20","57,062.46","57,323.73","56,753.77","223.07M","0.23%"
"02/10/2020","56,847.74","57,096.95","57,276.49","56,793.69","295.41M","-0.75%"
"02/07/2020","57,276.49","57,438.34","57,661.96","57,065.26","260.01M","-0.44%"
"02/06/2020","57,531.49","57,608.34","57,848.74","57,426.20","232.76M","0.18%"
"02/05/2020","57,426.20","56,827.61","57,532.53","56,799.09","233.61M","1.07%"
"02/04/2020","56,817.03","56,350.35","56,893.23","55,828.49","259.76M","1.77%"
"02/03/2020","55,828.49","56,097.74","56,195.65","55,772.41","196.95M","-0.45%"
"01/31/2020","56,079.54","56,503.60","56,590.93","55,932.89","286.93M","-0.90%"
"01/30/2020","56,590.93","55,979.35","56,618.28","55,656.57","210.76M","0.39%"
"01/29/2020","56,370.72","56,014.78","56,637.55","55,748.24","259.56M","1.12%"
"01/28/2020","55,748.24","55,874.93","56,076.08","55,529.33","226.84M","-0.28%"
"01/27/2020","55,902.94","56,545.16","57,261.04","55,772.87","201.39M","-2.37%"
"01/24/2020","57,261.04","57,060.85","57,350.51","56,894.67","185.36M","0.64%"
"01/23/2020","56,894.67","57,651.79","57,918.89","56,867.91","175.44M","-1.77%"
"01/22/2020","57,918.89","58,164.96","58,399.67","57,897.75","238.26M","-0.10%"
"01/21/2020","57,976.39","58,512.47","58,850.41","57,633.44","228.40M","-1.49%"
"01/20/2020","58,850.41","59,025.17","59,104.61","58,809.06","181.20M","-0.26%"
"01/17/2020","59,001.87","58,232.72","59,098.56","58,217.43","238.19M","1.35%"
"01/16/2020","58,217.43","58,233.07","58,328.90","57,897.94","252.75M","0.26%"
"01/15/2020","58,063.59","57,921.93","58,243.29","57,724.33","189.91M","0.17%"
"01/14/2020","57,967.13","57,638.66","57,967.13","57,572.72","246.85M","0.69%"
"01/13/2020","57,572.72","57,664.96","57,808.70","57,367.06","173.71M","0.15%"
"01/10/2020","57,484.84","57,301.46","57,514.58","57,128.68","142.17M","0.62%"
"01/09/2020","57,128.68","57,488.65","57,737.93","57,026.21","167.67M","-0.34%"
"01/08/2020","57,322.33","57,411.77","57,411.77","57,083.30","177.23M","-0.11%"
"01/07/2020","57,384.41","57,381.63","57,514.58","56,939.81","161.18M","0.33%"
"01/06/2020","57,195.35","57,685.74","57,810.00","57,001.91","146.17M","-1.06%"
"01/03/2020","57,810.00","57,628.29","57,924.20","57,419.75","154.62M","0.16%"
"01/02/2020","57,718.00","57,308.67","57,932.18","57,084.10","91.19M","1.11%"
"12/31/2019","57,084.10","57,529.50","57,703.56","57,084.10","53.25M","-1.07%"
"12/30/2019","57,703.56","57,549.23","57,717.85","57,281.42","102.11M","0.48%"
"12/27/2019","57,430.70","57,459.27","57,923.15","57,244.87","154.78M","0.32%"
"12/24/2019","57,244.87","57,172.81","57,250.47","56,964.34","52.61M","0.27%"
"12/23/2019","57,092.85","57,288.85","57,411.21","56,802.91","135.22M","-0.55%"
"12/20/2019","57,411.21","57,556.64","57,756.75","57,259.46","417.99M","-0.26%"
"12/19/2019","57,558.92","57,673.84","58,046.47","57,439.36","476.24M","-0.36%"
"12/18/2019","57,767.81","57,329.30","58,022.35","57,326.18","272.49M","0.77%"
"12/17/2019","57,326.18","57,248.96","57,808.47","56,749.12","312.51M","1.02%"
"12/13/2019","56,749.12","56,244.41","57,128.31","55,824.08","302.56M","1.66%"
"12/12/2019","55,824.08","56,008.56","56,200.97","55,730.40","263.13M","0.10%"
"12/11/2019","55,766.45","55,413.01","55,766.45","55,413.01","254.35M","0.63%"
"12/10/2019","55,417.93","55,202.84","55,430.24","54,632.05","250.63M","0.27%"
"12/09/2019","55,269.20","55,227.65","55,515.19","55,052.99","172.81M","-0.07%"
"12/06/2019","55,307.31","54,971.72","55,416.22","54,779.76","269.61M","0.96%"
"12/05/2019","54,779.76","55,050.20","55,180.87","54,695.57","281.43M","-0.44%"
"12/04/2019","55,022.87","54,452.94","55,155.59","54,429.97","270.55M","0.99%"
"12/03/2019","54,485.41","54,738.02","54,814.07","54,413.84","345.18M","-0.60%"
"12/02/2019","54,814.07","55,414.20","55,504.92","54,740.61","309.16M","-0.97%"
"11/29/2019","55,349.01","55,605.80","55,702.45","55,057.27","259.00M","-0.63%"
"11/28/2019","55,702.45","56,171.44","56,173.86","55,702.45","207.62M","-0.84%"
"11/27/2019","56,173.86","56,266.47","56,606.56","56,053.38","250.65M","0.21%"
"11/26/2019","56,053.38","56,669.60","56,904.86","56,053.38","1.13B","-1.22%"
"11/25/2019","56,747.88","56,667.59","57,068.02","56,603.93","257.36M","-0.02%"
"11/22/2019","56,759.62","56,620.84","56,887.72","56,311.72","261.94M","0.39%"
"11/21/2019","56,540.25","57,031.79","57,313.44","56,449.91","285.00M","-1.35%"
"11/20/2019","57,313.44","57,174.48","57,372.55","56,904.18","255.45M","-0.10%"
"11/19/2019","57,372.55","56,592.78","57,382.79","56,467.03","262.66M","1.60%"
"11/18/2019","56,467.03","56,299.75","56,798.91","56,054.77","190.79M","0.74%"
"11/15/2019","56,054.77","56,307.35","56,466.05","56,034.94","239.26M","-0.32%"
"11/14/2019","56,235.94","56,238.75","56,511.41","56,161.54","245.84M","-0.18%"
"11/13/2019","56,338.33","56,293.27","56,417.96","55,924.20","270.25M","-0.11%"
"11/12/2019","56,399.10","56,373.34","56,624.27","56,174.93","273.06M","0.40%"
"11/11/2019","56,174.93","56,365.51","56,617.02","55,930.50","241.89M","-0.78%"
"11/08/2019","56,617.02","57,087.04","57,483.00","56,498.96","293.06M","-1.51%"
"11/07/2019","57,483.00","57,527.47","58,018.12","57,414.45","247.24M","-0.29%"
"11/06/2019","57,652.58","57,319.88","57,869.45","57,126.08","283.81M","0.71%"
"11/05/2019","57,246.91","56,976.24","57,420.34","56,928.87","287.77M","0.56%"
"11/04/2019","56,928.87","56,705.31","56,984.37","56,650.01","215.56M","0.49%"
"11/01/2019","56,650.01","56,408.84","56,744.15","56,353.23","205.92M","0.40%"
"10/31/2019","56,425.11","56,057.09","56,775.24","55,872.60","384.82M","0.99%"
"10/30/2019","55,872.60","55,632.78","55,925.49","54,770.10","315.40M","0.28%"
"10/29/2019","55,716.69","55,634.80","55,944.46","55,399.35","231.94M","-0.08%"
"10/28/2019","55,761.98","55,312.18","55,933.03","55,141.98","207.94M","1.12%"
"10/25/2019","55,141.98","55,588.94","55,680.24","54,983.53","217.78M","-0.61%"
"10/24/2019","55,478.45","55,805.41","56,069.49","55,426.88","243.03M","-0.17%"
"10/23/2019","55,571.45","55,735.98","55,936.83","55,361.79","230.87M","-0.65%"
"10/22/2019","55,936.83","55,954.40","56,254.39","55,860.53","291.88M","-0.31%"
"10/21/2019","56,110.78","55,692.91","56,261.96","55,630.26","199.99M","0.70%"
"10/18/2019","55,722.79","55,914.10","56,076.72","55,722.79","406.55M","-0.48%"
"10/17/2019","55,993.42","55,935.82","56,576.80","55,933.75","303.33M","-0.17%"
"10/16/2019","56,090.51","55,649.37","56,125.37","55,350.85","298.02M","0.93%"
"10/15/2019","55,573.79","55,492.76","55,624.54","55,219.21","195.22M","0.64%"
"10/14/2019","55,219.21","55,672.71","55,672.71","54,947.96","174.98M","-0.57%"
"10/11/2019","55,537.02","55,231.82","55,753.98","55,071.77","294.62M","0.84%"
"10/10/2019","55,071.77","54,387.09","55,122.56","54,339.47","258.45M","1.35%"
"10/09/2019","54,339.47","54,323.33","54,535.45","54,205.18","213.95M","-0.35%"
"10/08/2019","54,532.68","54,774.84","54,797.38","54,450.33","241.72M","-0.33%"
"10/07/2019","54,714.75","54,161.93","54,770.34","53,960.03","218.62M","1.34%"
"10/04/2019","53,993.87","53,821.16","54,121.82","53,727.29","311.51M","0.50%"
"10/03/2019","53,727.29","53,955.02","54,024.22","53,537.69","255.84M","-0.51%"
"10/02/2019","54,003.82","54,766.87","54,945.89","53,919.98","311.40M","-1.71%"
"10/01/2019","54,945.89","54,788.04","55,106.58","54,691.50","249.35M","0.22%"
"09/30/2019","54,824.97","55,208.68","55,270.18","54,624.53","262.80M","-0.70%"
"09/27/2019","55,209.03","55,242.84","55,470.63","55,057.74","211.67M","-0.11%"
