market,seed,model,draw,pre_contiguous,pre_purged,post_contiguous,post_purged
BOVESPA,44,QuantGAN,2,0.5772056786703601,0.5533993536472761,0.5718448753462605,0.5489639889196676
BOVESPA,44,CNN-WGAN-GP,2,0.7222573868882731,0.7005459372114496,0.7200309325946443,0.6861251154201292
BOVESPA,44,GARCH,2,0.9305888734995383,0.9317433056325022,0.9304808402585412,0.9316572022160665
BOVESPA,44,GJR-GARCH,2,0.8341994459833796,0.8456338873499538,0.8330263157894736,0.8451237303785781
BOVESPA,44,TimeGAN,3,0.6506726685133887,0.6152543859649123,0.6473804247460757,0.6123896583564173
BOVESPA,44,QuantGAN,3,0.7716666666666667,0.7723483379501385,0.7718215604801478,0.7725020775623269
BOVESPA,44,CNN-WGAN-GP,3,0.6984224376731302,0.7057513850415512,0.6958949676823638,0.703468836565097
BOVESPA,44,GARCH,3,0.7493792705447829,0.7421904432132964,0.7499750692520776,0.7421020313942751
BOVESPA,44,GJR-GARCH,3,0.6925293167128347,0.6791952908587258,0.6929953831948292,0.6791308864265928
BOVESPA,44,TimeGAN,4,0.7926034164358263,0.7251020313942752,0.9017227608494922,0.724237996306556
BOVESPA,44,QuantGAN,4,0.521081948291782,0.51230378578024,0.519392890120037,0.5103501846722068
BOVESPA,44,CNN-WGAN-GP,4,0.7452253000923361,0.744918513388735,0.7458460295475531,0.7460720221606649
BOVESPA,44,GARCH,4,0.8176218836565097,0.8119718374884581,0.8166027239150507,0.8117938596491229
BOVESPA,44,GJR-GARCH,4,0.7617091412742382,0.7450590951061866,0.760423130193906,0.742952677746999
BOVESPA,44,TimeGAN,5,0.9598273314866113,0.955163434903047,0.9594942289935364,0.9544789935364728
BOVESPA,44,QuantGAN,5,0.6600237765466297,0.6555581717451524,0.6587211449676824,0.653659972299169
BOVESPA,44,CNN-WGAN-GP,5,0.6120535549399816,0.5559332871652816,0.6046133425669437,0.5419815327793167
BOVESPA,44,GARCH,5,0.8760715604801476,0.8694900738688828,0.876137811634349,0.8694900738688828
BOVESPA,44,GJR-GARCH,5,0.8956731301939058,0.8927920129270543,0.8956731301939058,0.8928148661126499
BOVESPA,44,TimeGAN,6,0.9382232225300093,0.9322631578947369,0.9383561865189289,0.9325503231763619
BOVESPA,44,QuantGAN,6,0.6788845798707295,0.6439808402585411,0.6550159279778394,0.6232144506001847
BOVESPA,44,CNN-WGAN-GP,6,0.6194554478301015,0.6113651892890121,0.604005540166205,0.5925874884579871
BOVESPA,44,GARCH,6,0.8287899353647277,0.8385918744228993,0.8284519852262235,0.8371945983379501
BOVESPA,44,GJR-GARCH,6,0.7780964912280701,0.7947820867959372,0.778935595567867,0.7938769621421976
BOVESPA,44,TimeGAN,7,0.9699259002770082,0.9635214681440443,0.9697693905817175,0.9634759926131118
BOVESPA,44,QuantGAN,7,0.7929515235457064,0.7631645891043398,0.7849379039704525,0.7637516158818098
BOVESPA,44,CNN-WGAN-GP,7,0.6293446445060018,0.5813744228993537,0.6266371191135733,0.5785380886426592
BOVESPA,44,GARCH,7,0.7989877654662972,0.7923471837488458,0.7991207294552171,0.7921027239150508
BOVESPA,44,GJR-GARCH,7,0.7319067405355494,0.7187541551246537,0.7315736380424747,0.7177352262234535
BOVESPA,44,TimeGAN,8,0.967140350877193,0.9661034164358264,0.9670768698060943,0.9657299168975069
BOVESPA,44,QuantGAN,8,0.6033818097876269,0.5875242382271468,0.6043259464450601,0.5888437211449676
BOVESPA,44,CNN-WGAN-GP,8,0.7751717451523545,0.7665927977839335,0.7740080794090489,0.7645886426592797
BOVESPA,44,GARCH,8,0.7511775161588181,0.7480034626038782,0.7516629732225301,0.7488220221606648
BOVESPA,44,GJR-GARCH,8,0.7462176823638044,0.7481089566020314,0.7472804709141274,0.7487075253924285
BOVESPA,44,TimeGAN,9,0.9376098799630656,0.9289898430286241,0.9364579870729456,0.9235152354570637
BOVESPA,44,QuantGAN,9,0.7140863342566945,0.7126244228993537,0.7139307479224376,0.7138222530009235
BOVESPA,44,CNN-WGAN-GP,9,0.7715801015697137,0.7640228531855955,0.649136888273315,0.6377820867959373
BOVESPA,44,GARCH,9,0.6619409048938135,0.6478704986149585,0.6602135272391505,0.6453441828254848
BOVESPA,44,GJR-GARCH,9,0.661510618651893,0.6481969067405354,0.6604249769159742,0.6478873499538319
BOVESPA,44,TimeGAN,10,0.6519422899353647,0.648747460757156,0.6495480147737765,0.6448294090489382
BOVESPA,44,QuantGAN,10,0.6233781163434904,0.6171576638965836,0.6234702216066481,0.6182684672206833
BOVESPA,44,CNN-WGAN-GP,10,0.7118598799630654,0.6104219759926132,0.7078017082179131,0.6079732225300092
BOVESPA,44,GARCH,10,0.8536078024007387,0.8485874884579871,0.8507061403508771,0.8473494921514313
BOVESPA,44,GJR-GARCH,10,0.8410847183748846,0.8368776546629733,0.8409053554939983,0.8358612650046169
BOVESPA,44,TimeGAN,11,0.8232961680517082,0.8098388734995383,0.8236027239150507,0.809704755309326
BOVESPA,44,QuantGAN,11,0.8121144967682363,0.8021251154201293,0.8085348568790398,0.7961329639889196
BOVESPA,44,CNN-WGAN-GP,11,0.6594420590951062,0.6465653277931672,0.6597257617728531,0.6475096952908587
BOVESPA,44,GARCH,11,0.9134503693444136,0.9133644967682363,0.9145521698984304,0.9132807017543861
BOVESPA,44,GJR-GARCH,11,0.8961470452446907,0.896609649122807,0.8953416435826409,0.8962409972299168
BOVESPA,44,TimeGAN,12,0.6368344875346261,0.6197539242843952,0.632764542936288,0.6186013388734996
BOVESPA,44,QuantGAN,12,0.7244032779316714,0.6634621421975992,0.7220505540166205,0.6578695752539242
BOVESPA,44,CNN-WGAN-GP,12,0.5241662049861496,0.4687227608494921,0.5228000923361034,0.4678414127423823
BOVESPA,44,GARCH,12,0.8137811634349029,0.8073571098799631,0.8137816251154201,0.8072908587257619
BOVESPA,44,GJR-GARCH,12,0.8120780240073868,0.8102827793167128,0.8119681440443213,0.8101502770083103
BOVESPA,44,TimeGAN,13,1.0,1.0,1.0,1.0
BOVESPA,44,QuantGAN,13,0.7075002308402586,0.710542243767313,0.7072984764542937,0.7113748845798706
BOVESPA,44,CNN-WGAN-GP,13,0.6970784856879039,0.6802160664819945,0.695704755309326,0.672106186518929
BOVESPA,44,GARCH,13,0.6086161126500462,0.5314441366574331,0.6070103878116344,0.5170283933518005
BOVESPA,44,GJR-GARCH,13,0.6738451061865188,0.6416809787626961,0.6730452446906741,0.634353185595568
BOVESPA,44,TimeGAN,14,0.7889196675900277,0.7905577100646353,0.788895891043398,0.7906209602954755
BOVESPA,44,QuantGAN,14,0.8913628808864266,0.8780230840258539,0.8905011542012927,0.8769856879039704
BOVESPA,44,CNN-WGAN-GP,14,0.7699570637119114,0.758952216066482,0.7674644506001846,0.7513520313942751
BOVESPA,44,GARCH,14,0.7916207294552169,0.7687100646352724,0.7913550323176362,0.7680463988919668
BOVESPA,44,GJR-GARCH,14,0.7410604801477378,0.7093670360110804,0.7420572483841181,0.7092550784856879
BOVESPA,44,TimeGAN,15,0.9695087719298247,0.9669450600184673,0.9688386426592797,0.9658776546629732
BOVESPA,44,QuantGAN,15,0.6870595567867037,0.6774658356417359,0.6856244228993535,0.6762301477377655
BOVESPA,44,CNN-WGAN-GP,15,0.7087264542936288,0.7026872114496768,0.7072723915050785,0.7008887349953832
BOVESPA,44,GARCH,15,0.745570867959372,0.7265554016620498,0.7455263157894737,0.7254919205909511
BOVESPA,44,GJR-GARCH,15,0.6360957987072945,0.6044009695290858,0.6363337950138505,0.6032573868882734
BOVESPA,44,TimeGAN,16,0.7361461218836565,0.7299030470914127,0.9122486149584488,0.7301149584487534
BOVESPA,44,QuantGAN,16,0.8328612650046168,0.8254524469067406,0.8330152354570636,0.8256959833795013
BOVESPA,44,CNN-WGAN-GP,16,0.7376064173591874,0.7271858264081256,0.7346477377654663,0.723980378578024
BOVESPA,44,GARCH,16,0.7634302862419206,0.7602052169898431,0.7634302862419206,0.7600505540166205
BOVESPA,44,GJR-GARCH,16,0.7480318559556787,0.7315736380424747,0.7477654662973222,0.7300006925207756
BOVESPA,44,TimeGAN,17,0.9767276084949217,0.9715861034164359,0.9766837488457988,0.9716082640812559
BOVESPA,44,QuantGAN,17,0.9154233610341643,0.9108210987996307,0.9157160664819944,0.9119072022160666
BOVESPA,44,CNN-WGAN-GP,17,0.816530701754386,0.7996232686980609,0.8164360572483842,0.8003243305632501
BOVESPA,44,GARCH,17,0.8047765466297323,0.7975937211449677,0.8047324561403508,0.7969958448753462
BOVESPA,44,GJR-GARCH,17,0.8107135272391505,0.8054055863342567,0.8104487534626038,0.8054935364727609
BOVESPA,44,TimeGAN,18,0.8954951523545706,0.8894485226223452,0.895826869806094,0.8894699907663897
BOVESPA,44,QuantGAN,18,0.6700198522622345,0.62843513388735,0.6689362880886427,0.6275934903047091
BOVESPA,44,CNN-WGAN-GP,18,0.774455216989843,0.7830193905817174,0.7740782548476455,0.7827742382271469
BOVESPA,44,GARCH,18,0.781188134810711,0.7749379039704525,0.7809672206832872,0.7743423361034164
BOVESPA,44,GJR-GARCH,18,0.8084679132040626,0.8014259002770083,0.8083790397045245,0.8004727608494921
BOVESPA,44,TimeGAN,19,0.8623467220683289,0.8517289935364728,0.8692250692520774,0.8733882733148661
BOVESPA,44,QuantGAN,19,0.636767082179132,0.6521468144044322,0.6356211911357341,0.6514635272391505
BOVESPA,44,CNN-WGAN-GP,19,0.6962382271468145,0.6928635734072023,0.6956417359187442,0.692777700831025
BOVESPA,44,GARCH,19,0.6342712373037859,0.5934704524469068,0.6317846260387812,0.5873578024007386
BOVESPA,44,GJR-GARCH,19,0.5795708679593721,0.5199963065558635,0.5788229455216991,0.5190064635272392
BOVESPA,44,CONTROL: shuffled real,0,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,44,CONTROL: shuffled real,1,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,44,CONTROL: shuffled real,2,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,44,CONTROL: shuffled real,3,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,44,CONTROL: shuffled real,4,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,44,CONTROL: shuffled real,5,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,44,CONTROL: shuffled real,6,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,44,CONTROL: shuffled real,7,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,44,CONTROL: shuffled real,8,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,44,CONTROL: shuffled real,9,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,44,CONTROL: shuffled real,10,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,44,CONTROL: shuffled real,11,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,44,CONTROL: shuffled real,12,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,44,CONTROL: shuffled real,13,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,44,CONTROL: shuffled real,14,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,44,CONTROL: shuffled real,15,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,44,CONTROL: shuffled real,16,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,44,CONTROL: shuffled real,17,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,44,CONTROL: shuffled real,18,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,44,CONTROL: shuffled real,19,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
FTSE,42,TimeGAN,0,0.7499445160366551,0.7406782467067583,0.7499407127004581,0.7402896352376862
FTSE,42,QuantGAN,0,0.7489288015463916,0.7286312911655213,0.7477593875286368,0.7242760237686141
FTSE,42,CNN-WGAN-GP,0,0.6005297823596791,0.5772564969931272,0.6005519311998855,0.5776406339490263
FTSE,42,GARCH,0,0.6936929499570447,0.6669955433848798,0.6905267844358534,0.6583460856958763
FTSE,42,GJR-GARCH,0,0.7111994827462771,0.705898750715922,0.7102931701030928,0.7043212610967927
FTSE,42,TimeGAN,1,0.8474246939432991,0.8303029692869416,0.844131004796678,0.8284205415950744
FTSE,42,QuantGAN,1,0.5586277563001146,0.48689437464203894,0.5548653618986255,0.4924497064719359
FTSE,42,CNN-WGAN-GP,1,0.5432246921534938,0.5153171534936999,0.5399135524054983,0.513923118914662
FTSE,42,GARCH,1,0.5246534489547537,0.43850967389747997,0.5250901614404354,0.43989565435280636
FTSE,42,GJR-GARCH,1,0.6549089884020619,0.6363565381586483,0.6566871599369988,0.6384331597222221
FTSE,42,TimeGAN,2,0.7839644634163803,0.7769790771764031,0.7834248371277205,0.7726866766895762
FTSE,42,QuantGAN,2,0.6048060745990836,0.5768224692153494,0.603352752720504,0.574186309779496
FTSE,42,CNN-WGAN-GP,2,0.5181000769616266,0.49895117411225665,0.5179938072737686,0.4966031733247423
FTSE,42,GARCH,2,0.43874883662657493,0.42492191974513166,0.4331333225945017,0.42118189790950744
FTSE,42,GJR-GARCH,2,0.4880837002434135,0.3964449992840779,0.4877901721792668,0.39832944050687286
FTSE,42,TimeGAN,3,0.7556694319158076,0.7447954700028637,0.7557557900200459,0.7447028475801833
FTSE,42,QuantGAN,3,0.5500011186282932,0.48469112435567013,0.5508436694587628,0.4867328447164948
FTSE,42,CNN-WGAN-GP,3,0.431315551617984,0.37205442797823596,0.4313377004581901,0.37393551331615116
FTSE,42,GARCH,3,0.3973535491838488,0.35908303801546393,0.3978052512886598,0.3587977878006873
FTSE,42,GJR-GARCH,3,0.43441571806987395,0.38097593606815583,0.43764094716494845,0.38338747494272624
FTSE,42,TimeGAN,4,0.8302593427835052,0.8153348278207332,0.828425911010882,0.8163852197880871
FTSE,42,QuantGAN,4,0.3218644848940435,0.2514768130727377,0.32198663910366554,0.25221018578178694
FTSE,42,CNN-WGAN-GP,4,0.5304204252577319,0.468807273768614,0.5310150880584191,0.46754590850515465
FTSE,42,GARCH,4,0.6148292078321879,0.5460290932846507,0.6144457420532646,0.5378702659650629
FTSE,42,GJR-GARCH,4,0.5371120597079039,0.3812231529209622,0.5393005441008019,0.3774788802978236
FTSE,42,TimeGAN,5,0.8502568370561283,0.8092208530211913,0.848104148768614,0.807934654209622
FTSE,42,QuantGAN,5,0.6611216262170676,0.6587917472079038,0.661059654209622,0.6583830004295532
FTSE,42,CNN-WGAN-GP,5,0.534957805340779,0.5059112793528064,0.5333713666953035,0.5038057971792669
FTSE,42,GARCH,5,0.46596976123997713,0.4402055143900344,0.46530753329037805,0.4432949420103093
FTSE,42,GJR-GARCH,5,0.43858417454180987,0.35055774806701023,0.43845597973940437,0.35166586125429555
FTSE,42,TimeGAN,6,0.8606683580326461,0.8521376986683847,0.8590085373711339,0.8527775540521191
FTSE,42,QuantGAN,6,0.5469224298396334,0.48300960230526924,0.5457201281500573,0.48653641358820154
FTSE,42,CNN-WGAN-GP,6,0.5523764139461627,0.5476298503722794,0.5525070697308133,0.548218696305842
FTSE,42,GARCH,6,0.5206342174971363,0.5081724745847651,0.519856323382016,0.5054226625143183
FTSE,42,GJR-GARCH,6,0.5173828125,0.47402612220790374,0.5169022497852234,0.4724434868986255
FTSE,42,TimeGAN,7,0.7088872780641466,0.6583051439003436,0.7076762510738832,0.658696887528637
FTSE,42,QuantGAN,7,0.3760488258877434,0.3517443889604811,0.374755691580756,0.3506834818871707
FTSE,42,CNN-WGAN-GP,7,0.6263463810137456,0.5890571305841925,0.6268186658791524,0.589108363760023
FTSE,42,GARCH,7,0.7571180555555556,0.7309560244845361,0.6953762618127147,0.6970991731099656
FTSE,42,GJR-GARCH,7,0.41654563108533793,0.3829802942439863,0.41615388745704474,0.3825648356958763
FTSE,42,TimeGAN,8,0.8770493270332187,0.865182246921535,0.8751076120418098,0.8658422376145476
FTSE,42,QuantGAN,8,0.8360381765463917,0.83427902169244,0.8285382212915235,0.8256937732674684
FTSE,42,CNN-WGAN-GP,8,0.704953509808133,0.6740274645618556,0.7048671517038946,0.6744366587915235
FTSE,42,GARCH,8,0.6342217479238259,0.6290400379438716,0.634243225587056,0.6300174953465063
FTSE,42,GJR-GARCH,8,0.6260005011454753,0.6099233515893471,0.6245259253293242,0.609597607030355
FTSE,42,TimeGAN,9,0.9298792328894617,0.9299828178694158,0.9282144902634594,0.9319645797537227
FTSE,42,QuantGAN,9,0.6509483730670104,0.6609218392038946,0.6371814146620849,0.6545443155784649
FTSE,42,CNN-WGAN-GP,9,0.4866813878150057,0.5039026703894616,0.4878939808848797,0.5087409614833907
FTSE,42,GARCH,9,0.4094378669100802,0.38492178550973655,0.412191482316724,0.38707156536368836
FTSE,42,GJR-GARCH,9,0.4426163820876289,0.4276954467353953,0.4417315471076747,0.4269535724513173
FTSE,42,TimeGAN,10,0.8539881335910653,0.8521307631729668,0.8522511275773196,0.8511123639747995
FTSE,42,QuantGAN,10,0.681018443943299,0.6216919924112256,0.6825592425544101,0.6232301063144329
FTSE,42,CNN-WGAN-GP,10,0.5609468964776632,0.566116077820733,0.5586505763172968,0.564886929052119
FTSE,42,GARCH,10,0.6239207474226804,0.5692433150773196,0.6225251467640321,0.5437345629295532
FTSE,42,GJR-GARCH,10,0.7523363670532646,0.7569191634450173,0.7474750322164947,0.7445742053264606
FTSE,42,TimeGAN,11,0.6237883018327606,0.5986267719072165,0.6338575225515464,0.6012870937142039
FTSE,42,QuantGAN,11,0.5244174183848798,0.4900014765893471,0.5231735037227949,0.4893506586483391
FTSE,42,CNN-WGAN-GP,11,0.36801103414948455,0.32732339096506297,0.3685663212342497,0.3279044065005728
FTSE,42,GARCH,11,0.39832317618843066,0.4477819838201603,0.3961523661225659,0.44506908648339055
FTSE,42,GJR-GARCH,11,0.4133036225658648,0.29200270260595645,0.41784681951603664,0.29315332366838487
FTSE,42,TimeGAN,12,0.6329024377147767,0.5049915431701031,0.6468000519043529,0.5036679821735396
FTSE,42,QuantGAN,12,0.5783451460481099,0.5734207205756015,0.5779379653493699,0.5726459586197022
FTSE,42,CNN-WGAN-GP,12,0.573034122637457,0.5188276328035509,0.5690607549398626,0.5102128525916381
FTSE,42,GARCH,12,0.33936341101088197,0.3179917937428408,0.3418281965922108,0.3222971703178694
FTSE,42,GJR-GARCH,12,0.3989234321305842,0.39690766394616267,0.398319820303551,0.3969803747852234
FTSE,42,TimeGAN,13,0.8171745239117983,0.7725229095074455,0.8112762206471936,0.7562978772909508
FTSE,42,QuantGAN,13,0.22571032896620843,0.16149726159793815,0.22510224262600226,0.16164313072737685
FTSE,42,CNN-WGAN-GP,13,0.6927924541809851,0.6884302512886599,0.6923693889604812,0.689192932058992
FTSE,42,GARCH,13,0.4689990066580756,0.43524596398911797,0.4688913946162657,0.4350323059851088
FTSE,42,GJR-GARCH,13,0.5264083530211912,0.475334022408362,0.526326469430126,0.47509732066151206
FTSE,42,TimeGAN,14,0.8147464293384881,0.805741024126575,0.8137902258734249,0.8069554070017183
FTSE,42,QuantGAN,14,0.3426839472365407,0.3018434994272623,0.34525209407216495,0.3078064594072165
FTSE,42,CNN-WGAN-GP,14,0.6556439271907216,0.614652912013173,0.6557515392325315,0.6145012260166094
FTSE,42,GARCH,14,0.7896479900486827,0.7830534525343642,0.7894535724513173,0.7827084675687286
FTSE,42,GJR-GARCH,14,0.43254492411225653,0.39613760022909505,0.4287529979238259,0.3941723940435281
FTSE,42,TimeGAN,15,0.8354262868699885,0.8434215707331042,0.8341224137313861,0.8435276166953034
FTSE,42,QuantGAN,15,0.2850063538087056,0.275313663373425,0.28777652491408934,0.2811345575601375
FTSE,42,CNN-WGAN-GP,15,0.5600645224799541,0.43515625,0.5585924076460482,0.43530838344788086
FTSE,42,GARCH,15,0.5341412066867124,0.5200596900057274,0.5351153082044673,0.5203599298396335
FTSE,42,GJR-GARCH,15,0.5806231207044673,0.5851381282216496,0.5810759414375715,0.5862202892325314
FTSE,42,TimeGAN,16,0.8659413480813287,0.8658545425257731,0.865119827462772,0.8660503024770904
FTSE,42,QuantGAN,16,0.5952847580183277,0.5746028869558991,0.5912301779066438,0.5719571073167239
FTSE,42,CNN-WGAN-GP,16,0.45329458404925543,0.4383725300687285,0.4526840367268041,0.43797519329896906
FTSE,42,GARCH,16,0.5931072361827032,0.5631828107101947,0.5901907484965635,0.5610008143613975
FTSE,42,GJR-GARCH,16,0.4945663749284078,0.45188511239977086,0.4802647121993127,0.4430367626002291
FTSE,42,TimeGAN,17,0.6822739923396335,0.6475781697451317,0.6822012815005728,0.6499767325315007
FTSE,42,QuantGAN,17,0.5354587270904926,0.5304497333190149,0.5348052244415807,0.5276909722222223
FTSE,42,CNN-WGAN-GP,17,0.7011631496993128,0.7034679714347079,0.701336760810424,0.7039702355383735
FTSE,42,GARCH,17,0.3555551081042383,0.2917445231958763,0.3551298056271478,0.2926280158218786
FTSE,42,GJR-GARCH,17,0.49364977090492557,0.4662395743843071,0.49380593141466206,0.4653974710051546
FTSE,42,TimeGAN,18,0.9050389730097365,0.9021455290664375,0.903813403851661,0.9037908075601375
FTSE,42,QuantGAN,18,0.7177852949599084,0.7114744415807561,0.7197809278350515,0.7135530766752577
FTSE,42,CNN-WGAN-GP,18,0.4423136812714777,0.4504264211053838,0.4425320375143184,0.4504465564146621
FTSE,42,GARCH,18,0.694112659292669,0.6287789501002291,0.6839993646191294,0.6164943979095074
FTSE,42,GJR-GARCH,18,0.5672944408648339,0.5104482119845362,0.5671572970360825,0.5130879510309279
FTSE,42,TimeGAN,19,0.8379662442726232,0.8300112310280643,0.8381769938430699,0.8326162925973655
FTSE,42,QuantGAN,19,0.6368643954037801,0.607930850873425,0.635523383805842,0.6072874158791524
FTSE,42,CNN-WGAN-GP,19,0.5591098850945017,0.5571719734392898,0.5578512045389462,0.5583630888459334
FTSE,42,GARCH,19,0.5404102233676975,0.510408836268614,0.5410409059994272,0.5098531017325316
FTSE,42,GJR-GARCH,19,0.49044758555269186,0.4652551814862543,0.4898383805841925,0.4650822415521191
FTSE,42,CONTROL: shuffled real,0,0.7014551116838488,0.6766918134306987,0.7017045657932418,0.6801837235108821
FTSE,42,CONTROL: shuffled real,1,0.7014551116838488,0.6766918134306987,0.7017045657932418,0.6801837235108821
FTSE,42,CONTROL: shuffled real,2,0.7014551116838488,0.6766918134306987,0.7017045657932418,0.6801837235108821
FTSE,42,CONTROL: shuffled real,3,0.7014551116838488,0.6766918134306987,0.7017045657932418,0.6801837235108821
FTSE,42,CONTROL: shuffled real,4,0.7014551116838488,0.6766918134306987,0.7017045657932418,0.6801837235108821
FTSE,42,CONTROL: shuffled real,5,0.7014551116838488,0.6766918134306987,0.7017045657932418,0.6801837235108821
FTSE,42,CONTROL: shuffled real,6,0.7014551116838488,0.6766918134306987,0.7017045657932418,0.6801837235108821
FTSE,42,CONTROL: shuffled real,7,0.7014551116838488,0.6766918134306987,0.7017045657932418,0.6801837235108821
FTSE,42,CONTROL: shuffled real,8,0.7014551116838488,0.6766918134306987,0.7017045657932418,0.6801837235108821
FTSE,42,CONTROL: shuffled real,9,0.7014551116838488,0.6766918134306987,0.7017045657932418,0.6801837235108821
FTSE,42,CONTROL: shuffled real,10,0.7014551116838488,0.6766918134306987,0.7017045657932418,0.6801837235108821
FTSE,42,CONTROL: shuffled real,11,0.7014551116838488,0.6766918134306987,0.7017045657932418,0.6801837235108821
FTSE,42,CONTROL: shuffled real,12,0.7014551116838488,0.6766918134306987,0.7017045657932418,0.6801837235108821
FTSE,42,CONTROL: shuffled real,13,0.7014551116838488,0.6766918134306987,0.7017045657932418,0.6801837235108821
FTSE,42,CONTROL: shuffled real,14,0.7014551116838488,0.6766918134306987,0.7017045657932418,0.6801837235108821
FTSE,42,CONTROL: shuffled real,15,0.7014551116838488,0.6766918134306987,0.7017045657932418,0.6801837235108821
FTSE,42,CONTROL: shuffled real,16,0.7014551116838488,0.6766918134306987,0.7017045657932418,0.6801837235108821
FTSE,42,CONTROL: shuffled real,17,0.7014551116838488,0.6766918134306987,0.7017045657932418,0.6801837235108821
FTSE,42,CONTROL: shuffled real,18,0.7014551116838488,0.6766918134306987,0.7017045657932418,0.6801837235108821
FTSE,42,CONTROL: shuffled real,19,0.7014551116838488,0.6766918134306987,0.7017045657932418,0.6801837235108821
FTSE,43,TimeGAN,0,0.9106949813860252,0.8357292114117983,0.9116889944873998,0.8364963666953036
FTSE,43,QuantGAN,0,0.38214020439576174,0.29114560960767466,0.38209926260022914,0.2891244720074456
FTSE,43,CNN-WGAN-GP,0,0.5020614082187859,0.49268282860824747,0.5018455129581902,0.49146710337915234
FTSE,43,GARCH,0,0.5382637993986255,0.5176680627147767,0.5386524108676977,0.5183378973367697
FTSE,43,GJR-GARCH,0,0.45455415950744565,0.414741283648339,0.4541165521191295,0.41555788230240553
FTSE,43,TimeGAN,1,0.9563996724656356,0.9476817547250859,0.956702373281787,0.947245265965063
FTSE,43,QuantGAN,1,0.4211114243270332,0.4032829503150057,0.41937732674685,0.39983421928694163
FTSE,43,CNN-WGAN-GP,1,0.34494469501718217,0.27457134163802976,0.34494424756586484,0.2746981940864834
FTSE,43,GARCH,1,0.62828720110252,0.6011844036368843,0.6273289841065293,0.5973826335194731
FTSE,43,GJR-GARCH,1,0.6478893721363117,0.6541295282073312,0.6448310423825887,0.6575420156786942
FTSE,43,TimeGAN,2,0.9019461895045818,0.9060226947308132,0.9019685620704468,0.9100591530641466
FTSE,43,QuantGAN,2,0.5934788445017182,0.6057564611970218,0.5831187804266895,0.5963179231099657
FTSE,43,CNN-WGAN-GP,2,0.44103374677835044,0.36554401131156933,0.44245350980813286,0.36774211590778927
FTSE,43,GARCH,2,0.364306137242268,0.3603271764032073,0.3651305662943871,0.36143260488258877
FTSE,43,GJR-GARCH,2,0.46864283540950746,0.4304837396191294,0.4697113491552119,0.4300371832044673
FTSE,43,TimeGAN,3,0.9074889926975945,0.8965649162371134,0.9069627899484537,0.8993827409077892
FTSE,43,QuantGAN,3,0.5003069516036656,0.4972479506729668,0.49946574312714775,0.4964114404352807
FTSE,43,CNN-WGAN-GP,3,0.273046875,0.2565837986827033,0.27335024699312716,0.2566484553980527
FTSE,43,GARCH,3,0.22781581113974797,0.22163002040378008,0.22455120632875145,0.22269338845933562
FTSE,43,GJR-GARCH,3,0.35603209120847656,0.3471812804266896,0.3568914214633448,0.34865429016323024
FTSE,43,TimeGAN,4,0.9105153296821304,0.909966083190149,0.9093893184421535,0.9116822827176405
FTSE,43,QuantGAN,4,0.4937334443012601,0.5051425579896908,0.4882888566723941,0.5013132696162658
FTSE,43,CNN-WGAN-GP,4,0.49337235108820165,0.44490464812428404,0.49591230849083623,0.4485706167668958
FTSE,43,GARCH,4,0.46829762671821307,0.352905525128866,0.46955563609679263,0.35472866552119126
FTSE,43,GJR-GARCH,4,0.41436363473654064,0.34853235967926693,0.41447326030927834,0.349051403207331
FTSE,43,TimeGAN,5,0.8178515177548682,0.8095942511454755,0.8168834568298969,0.8130906357388316
FTSE,43,QuantGAN,5,0.5625686837772051,0.5521547018184421,0.5695059690005728,0.5508152563001145
FTSE,43,CNN-WGAN-GP,5,0.5824742268041236,0.5495579180985108,0.5836203733533792,0.5505883984822451
FTSE,43,GARCH,5,0.7068746420389461,0.6802119129438717,0.7062685692296677,0.6826384414375716
