market,seed,model,k,d_sigma,d_rbf,d_poly3
BOVESPA,44,CNN-WGAN-GP,7,2.217814923266559e-06,1.3303624291083338e-07,9.608841722297257e-09
BOVESPA,44,CNN-WGAN-GP,8,7.149795388627922e-06,3.5047154911538314e-07,1.9345963231387486e-07
BOVESPA,44,CNN-WGAN-GP,9,4.288402019714255e-06,5.936126150629661e-07,1.348677209023208e-06
BOVESPA,44,CNN-WGAN-GP,10,7.885810408669869e-06,2.528187770245438e-08,6.941707120233787e-07
BOVESPA,44,CNN-WGAN-GP,11,1.1465787696174345e-05,1.0958436618135892e-06,2.71397386342187e-07
BOVESPA,44,CNN-WGAN-GP,12,1.1812810637668036e-05,9.147215769278461e-07,1.476006588063683e-07
BOVESPA,44,CNN-WGAN-GP,13,5.403121734470773e-06,1.8232678322682716e-07,3.3919787689740133e-07
BOVESPA,44,CNN-WGAN-GP,14,1.9247381057851953e-06,1.669926708025571e-08,3.206819574330666e-07
BOVESPA,44,CNN-WGAN-GP,15,3.4259246999290838e-06,2.0428504177161244e-07,3.9386684136388794e-08
BOVESPA,44,CNN-WGAN-GP,16,8.37314335644379e-06,6.660819427128928e-07,3.612926615659262e-07
BOVESPA,44,CNN-WGAN-GP,17,4.102120301219259e-06,6.935218024306522e-07,4.388513374919967e-07
BOVESPA,44,CNN-WGAN-GP,18,8.046416458018513e-06,3.322420853990593e-07,4.958391457421385e-07
BOVESPA,44,CNN-WGAN-GP,19,2.4317825699782247e-06,1.270482863358069e-07,5.355892742642254e-07
BOVESPA,44,CONTROL: shuffled real,0,0.0,0.0,0.0
BOVESPA,44,CONTROL: shuffled real,1,0.0,0.0,0.0
BOVESPA,44,CONTROL: shuffled real,2,0.0,0.0,0.0
BOVESPA,44,CONTROL: shuffled real,3,0.0,0.0,0.0
BOVESPA,44,CONTROL: shuffled real,4,0.0,0.0,0.0
BOVESPA,44,CONTROL: shuffled real,5,0.0,0.0,0.0
BOVESPA,44,CONTROL: shuffled real,6,0.0,0.0,0.0
BOVESPA,44,CONTROL: shuffled real,7,0.0,0.0,0.0
BOVESPA,44,CONTROL: shuffled real,8,0.0,0.0,0.0
BOVESPA,44,CONTROL: shuffled real,9,0.0,0.0,0.0
BOVESPA,44,CONTROL: shuffled real,10,0.0,0.0,0.0
BOVESPA,44,CONTROL: shuffled real,11,0.0,0.0,0.0
BOVESPA,44,CONTROL: shuffled real,12,0.0,0.0,0.0
BOVESPA,44,CONTROL: shuffled real,13,0.0,0.0,0.0
BOVESPA,44,CONTROL: shuffled real,14,0.0,0.0,0.0
BOVESPA,44,CONTROL: shuffled real,15,0.0,0.0,0.0
BOVESPA,44,CONTROL: shuffled real,16,0.0,0.0,0.0
BOVESPA,44,CONTROL: shuffled real,17,0.0,0.0,0.0
BOVESPA,44,CONTROL: shuffled real,18,0.0,0.0,0.0
BOVESPA,44,CONTROL: shuffled real,19,0.0,0.0,0.0
FTSE,42,TimeGAN,0,7.425687436946049e-06,9.448214193241711e-07,4.066638989996818e-07
FTSE,42,TimeGAN,1,9.605372431220616e-06,5.332513357547697e-07,3.6284823323740056e-07
FTSE,42,TimeGAN,2,1.3898982799798176e-05,1.5473005037236476e-06,5.339746191879158e-07
FTSE,42,TimeGAN,3,5.742861757696005e-06,2.9264217027424877e-07,3.492265499005498e-08
FTSE,42,TimeGAN,4,1.5297032451844217e-05,1.4946651876179828e-06,1.3191611181184726e-07
FTSE,42,TimeGAN,5,3.57063130751456e-06,9.275210910431042e-08,3.3162570822753423e-07
FTSE,42,TimeGAN,6,2.3916692439840403e-06,2.658398727817257e-07,7.077833394930622e-07
FTSE,42,TimeGAN,7,2.2233115890557542e-05,1.079963083849833e-06,1.1774681318854618e-07
FTSE,42,TimeGAN,8,1.2960102657277872e-05,1.0093714761794104e-06,8.299116363019721e-07
FTSE,42,TimeGAN,9,1.203279185491013e-05,8.602021199788368e-07,7.026760435735468e-07
FTSE,42,TimeGAN,10,1.1985512756051975e-05,1.5376370094966063e-06,7.924371310252809e-07
FTSE,42,TimeGAN,11,8.490826359786041e-06,6.107951113776267e-07,5.2444059761569406e-08
FTSE,42,TimeGAN,12,3.730110337496484e-06,1.4886493993060412e-07,1.3305511359362754e-08
FTSE,42,TimeGAN,13,7.302563848288202e-06,5.029617704543909e-07,2.4442551094239207e-08
FTSE,42,TimeGAN,14,1.1851989417444031e-05,3.2579853770364764e-07,1.4683442746132869e-06
FTSE,42,TimeGAN,15,5.235231557154663e-06,1.5928468610759694e-07,4.939964171057909e-08
FTSE,42,TimeGAN,16,1.942354082462572e-06,6.445990663461743e-07,7.248160827089123e-07
FTSE,42,TimeGAN,17,8.337760163179553e-06,7.324155086863016e-07,5.140508534395849e-07
FTSE,42,TimeGAN,18,1.7771125509380425e-05,1.5433042204193725e-06,6.125093943154525e-07
FTSE,42,TimeGAN,19,7.764534430076964e-06,2.5520766233633196e-07,7.785995936870904e-07
FTSE,42,GARCH,0,0.0,0.0,0.0
FTSE,42,GARCH,1,0.0,0.0,0.0
FTSE,42,GARCH,2,0.0,0.0,0.0
FTSE,42,GARCH,3,0.0,0.0,0.0
FTSE,42,GARCH,4,0.0,0.0,0.0
FTSE,42,GARCH,5,0.0,0.0,0.0
FTSE,42,GARCH,6,0.0,0.0,0.0
FTSE,42,GARCH,7,0.0,0.0,0.0
FTSE,42,GARCH,8,0.0,0.0,0.0
FTSE,42,GARCH,9,0.0,0.0,0.0
FTSE,42,GARCH,10,0.0,0.0,0.0
FTSE,42,GARCH,11,0.0,0.0,0.0
FTSE,42,GARCH,12,0.0,0.0,0.0
FTSE,42,GARCH,13,0.0,2.220446049250313e-16,0.0
FTSE,42,GARCH,14,0.0,0.0,0.0
FTSE,42,GARCH,15,0.0,0.0,0.0
FTSE,42,GARCH,16,0.0,0.0,0.0
FTSE,42,GARCH,17,0.0,0.0,0.0
FTSE,42,GARCH,18,0.0,0.0,0.0
FTSE,42,GARCH,19,0.0,0.0,0.0
FTSE,42,QuantGAN,0,5.679050458784474e-06,4.912946023338804e-07,1.90850339976123e-07
FTSE,42,QuantGAN,1,5.96872970959339e-06,3.212424082299492e-08,5.660396862339212e-07
FTSE,42,QuantGAN,2,3.30754093491592e-06,3.607703022989739e-07,3.8386128231593375e-07
FTSE,42,QuantGAN,3,1.3399871208186198e-06,5.606453745699014e-09,8.97273615407812e-08
FTSE,42,QuantGAN,4,4.10676252382558e-06,2.400369691901716e-07,1.4274061932439963e-07
FTSE,42,QuantGAN,5,7.514274882325367e-06,6.79470483877509e-07,3.420448244639829e-07
FTSE,42,QuantGAN,6,9.006237022379793e-06,6.519237309987602e-07,2.6851414069994917e-07
FTSE,42,QuantGAN,7,3.9854543265605e-06,3.694987427138585e-08,3.3944089494752916e-07
FTSE,42,QuantGAN,8,2.349726645078931e-05,1.9857132671496913e-06,3.9595277989690203e-07
FTSE,42,QuantGAN,9,3.617396284294472e-06,6.08926113976338e-08,2.1272325589904995e-07
FTSE,42,QuantGAN,10,7.568049273931621e-06,4.371368755862193e-07,1.9743863965970831e-07
FTSE,42,QuantGAN,11,7.406774945373229e-06,3.55889090641881e-07,1.8963639547564526e-07
FTSE,42,QuantGAN,12,1.90342189418935e-05,1.0766902174275117e-06,1.7992497269858632e-07
FTSE,42,QuantGAN,13,3.4643288713276377e-06,4.065689915844217e-07,2.2408794819739342e-07
FTSE,42,QuantGAN,14,4.1196863165282593e-07,1.7694914422605734e-08,2.1766863866901076e-08
FTSE,42,QuantGAN,15,1.1841376528209935e-06,2.433852632766076e-07,3.490165312314275e-07
FTSE,42,QuantGAN,16,6.287403594651408e-06,1.729644070191938e-07,4.3753347789277086e-07
FTSE,42,QuantGAN,17,3.323717363556966e-06,1.5964903621323856e-07,1.1766447194361263e-07
FTSE,42,QuantGAN,18,6.089313521862039e-06,7.394630208157338e-07,4.3929712667534204e-07
FTSE,42,QuantGAN,19,3.872886363609496e-06,2.266918406323981e-07,1.7635635174428899e-09
FTSE,42,GJR-GARCH,0,0.0,0.0,0.0
FTSE,42,GJR-GARCH,1,0.0,0.0,0.0
FTSE,42,GJR-GARCH,2,0.0,0.0,0.0
FTSE,42,GJR-GARCH,3,0.0,0.0,0.0
FTSE,42,GJR-GARCH,4,0.0,0.0,0.0
FTSE,42,GJR-GARCH,5,0.0,2.220446049250313e-16,0.0
FTSE,42,GJR-GARCH,6,0.0,0.0,0.0
FTSE,42,GJR-GARCH,7,0.0,0.0,0.0
FTSE,42,GJR-GARCH,8,2.220446049250313e-15,2.220446049250313e-16,0.0
FTSE,42,GJR-GARCH,9,0.0,0.0,0.0
FTSE,42,GJR-GARCH,10,0.0,0.0,0.0
FTSE,42,GJR-GARCH,11,0.0,0.0,0.0
FTSE,42,GJR-GARCH,12,0.0,0.0,0.0
FTSE,42,GJR-GARCH,13,0.0,0.0,0.0
FTSE,42,GJR-GARCH,14,0.0,0.0,0.0
FTSE,42,GJR-GARCH,15,0.0,0.0,0.0
FTSE,42,GJR-GARCH,16,0.0,0.0,0.0
FTSE,42,GJR-GARCH,17,0.0,0.0,0.0
FTSE,42,GJR-GARCH,18,0.0,0.0,0.0
FTSE,42,GJR-GARCH,19,0.0,0.0,0.0
FTSE,42,CNN-WGAN-GP,0,1.1915534205098055e-05,8.055276687901625e-07,3.0033392128814285e-07
FTSE,42,CNN-WGAN-GP,1,1.1060655184191859e-05,6.774635372686078e-07,1.1614638140144962e-09
FTSE,42,CNN-WGAN-GP,2,5.4422347339766475e-06,6.415346476273953e-08,4.146821730444117e-07
FTSE,42,CNN-WGAN-GP,3,2.0848788473415425e-06,2.5913591850112994e-07,2.1783305292899513e-07
FTSE,42,CNN-WGAN-GP,4,7.465611524537508e-07,1.5672620490292388e-07,1.989726303719408e-07
FTSE,42,CNN-WGAN-GP,5,1.4003685291363865e-06,1.4684058657898902e-07,9.428495317820307e-08
FTSE,42,CNN-WGAN-GP,6,1.1572785503233263e-06,8.046027533126221e-08,1.0661665328370873e-08
FTSE,42,CNN-WGAN-GP,7,1.8402705266318264e-06,6.844561317720377e-08,3.659824834301162e-07
FTSE,42,CNN-WGAN-GP,8,4.46720119873234e-06,3.2062387123055203e-07,2.2257623477628385e-07
FTSE,42,CNN-WGAN-GP,9,9.666526037399592e-07,1.828336564368982e-07,3.301061646254766e-07
FTSE,42,CNN-WGAN-GP,10,8.393768324399531e-06,3.8893932186034874e-07,2.8591797018862053e-07
FTSE,42,CNN-WGAN-GP,11,1.667293165130701e-05,1.0041591271825467e-06,3.815265081641428e-08
FTSE,42,CNN-WGAN-GP,12,1.098411678057687e-06,2.0459445471132653e-08,5.6571970219465584e-08
FTSE,42,CNN-WGAN-GP,13,6.1629958372222404e-06,1.2004235805385122e-07,5.411790482412471e-07
FTSE,42,CNN-WGAN-GP,14,4.1832600330415914e-06,6.211288092750067e-07,4.784101950150443e-07
FTSE,42,CNN-WGAN-GP,15,2.54302242375104e-07,1.6809711045340237e-07,3.6504546763183043e-07
FTSE,42,CNN-WGAN-GP,16,2.5327182351375654e-06,7.658879130900687e-08,4.615375388539178e-07
FTSE,42,CNN-WGAN-GP,17,1.9369142955749652e-05,1.0065210862553187e-06,1.946085603776737e-08
FTSE,42,CNN-WGAN-GP,18,4.011802074987969e-06,3.534325312415376e-07,8.3075317292014e-08
FTSE,42,CNN-WGAN-GP,19,1.9710522834781585e-05,1.2783210097122577e-06,2.2441263425321267e-07
FTSE,42,CONTROL: shuffled real,0,0.0,0.0,0.0
FTSE,42,CONTROL: shuffled real,1,0.0,0.0,0.0
FTSE,42,CONTROL: shuffled real,2,0.0,0.0,0.0
FTSE,42,CONTROL: shuffled real,3,0.0,0.0,0.0
FTSE,42,CONTROL: shuffled real,4,0.0,0.0,0.0
FTSE,42,CONTROL: shuffled real,5,0.0,0.0,0.0
FTSE,42,CONTROL: shuffled real,6,0.0,0.0,0.0
FTSE,42,CONTROL: shuffled real,7,0.0,0.0,0.0
FTSE,42,CONTROL: shuffled real,8,0.0,0.0,0.0
FTSE,42,CONTROL: shuffled real,9,0.0,0.0,0.0
FTSE,42,CONTROL: shuffled real,10,0.0,0.0,0.0
FTSE,42,CONTROL: shuffled real,11,0.0,0.0,0.0
FTSE,42,CONTROL: shuffled real,12,0.0,0.0,0.0
FTSE,42,CONTROL: shuffled real,13,0.0,0.0,0.0
FTSE,42,CONTROL: shuffled real,14,0.0,0.0,0.0
FTSE,42,CONTROL: shuffled real,15,0.0,0.0,0.0
FTSE,42,CONTROL: shuffled real,16,0.0,2.220446049250313e-16,0.0
FTSE,42,CONTROL: shuffled real,17,0.0,0.0,0.0
FTSE,42,CONTROL: shuffled real,18,0.0,0.0,0.0
FTSE,42,CONTROL: shuffled real,19,0.0,0.0,0.0
FTSE,43,TimeGAN,0,3.903250456183116e-07,4.5972130879867734e-07,6.048755967213992e-07
FTSE,43,TimeGAN,1,1.1127143317413157e-05,3.851966767776105e-07,8.501702684071688e-07
FTSE,43,TimeGAN,2,2.474918110006996e-06,2.3211450095317332e-07,2.825157530139677e-08
FTSE,43,TimeGAN,3,5.125952454942961e-06,4.33603972282981e-07,2.1755285928293233e-07
FTSE,43,TimeGAN,4,1.6044969122663844e-05,9.868813235502927e-07,8.30817548092e-09
FTSE,43,TimeGAN,5,1.5550291111221526e-05,1.7153318361273762e-06,2.633751936542694e-07
FTSE,43,TimeGAN,6,5.303050824689848e-06,9.786959673796503e-07,7.125563534771118e-07
FTSE,43,TimeGAN,7,3.6081535914611607e-06,3.092632709922327e-07,2.158289778009248e-07
FTSE,43,TimeGAN,8,1.9581923947686874e-05,2.1741148377163455e-06,7.322264270470669e-07
FTSE,43,TimeGAN,9,3.360728794810086e-06,5.408517176341832e-07,5.620906282644e-07
FTSE,43,TimeGAN,10,5.6276088580276e-06,3.961255676809827e-07,5.7503584116602724e-08
FTSE,43,TimeGAN,11,2.2115505083686315e-05,1.828200864029128e-06,1.537255656103298e-08
FTSE,43,TimeGAN,12,1.7053108551934315e-05,1.2801246493943097e-06,3.9230039838855646e-07
FTSE,43,TimeGAN,13,2.737044543987821e-05,2.421832061560991e-06,3.631442400120477e-07
FTSE,43,TimeGAN,14,1.3318096490966269e-05,1.1814628411155326e-06,3.3257774489925396e-07
FTSE,43,TimeGAN,15,1.272559426102049e-05,1.0294396071142131e-06,2.705447386119886e-07
FTSE,43,TimeGAN,16,1.2945977862166558e-05,1.3503297520145452e-06,7.597139983772649e-07
FTSE,43,TimeGAN,17,4.290463188283411e-06,6.979266675699591e-08,1.023745420880573e-06
FTSE,43,TimeGAN,18,1.719115415355077e-06,8.414851002669366e-07,1.1648709445921668e-06
FTSE,43,TimeGAN,19,5.61434125412319e-06,5.919683196964343e-07,4.0771203480005624e-07
FTSE,43,GARCH,0,4.440892098500626e-15,2.220446049250313e-16,0.0
FTSE,43,GARCH,1,0.0,0.0,0.0
FTSE,43,GARCH,2,0.0,0.0,0.0
FTSE,43,GARCH,3,0.0,0.0,0.0
FTSE,43,GARCH,4,0.0,0.0,0.0
FTSE,43,GARCH,5,0.0,0.0,0.0
FTSE,43,GARCH,6,0.0,0.0,0.0
FTSE,43,GARCH,7,0.0,0.0,0.0
FTSE,43,GARCH,8,1.7763568394002505e-15,0.0,0.0
FTSE,43,GARCH,9,0.0,0.0,0.0
FTSE,43,GARCH,10,0.0,0.0,0.0
FTSE,43,GARCH,11,0.0,0.0,0.0
FTSE,43,GARCH,12,0.0,0.0,0.0
FTSE,43,GARCH,13,0.0,0.0,0.0
FTSE,43,GARCH,14,0.0,0.0,0.0
FTSE,43,GARCH,15,0.0,0.0,0.0
FTSE,43,GARCH,16,0.0,0.0,0.0
FTSE,43,GARCH,17,0.0,2.220446049250313e-16,0.0
FTSE,43,GARCH,18,0.0,0.0,0.0
FTSE,43,GARCH,19,2.220446049250313e-15,0.0,0.0
FTSE,43,QuantGAN,0,2.2081669497353573e-06,1.2458337161902477e-07,5.871474009211397e-07
FTSE,43,QuantGAN,1,3.6968812846538412e-06,3.928747100978569e-07,4.7310202333505913e-07
FTSE,43,QuantGAN,2,6.2451276647834675e-06,2.1459811505586401e-07,2.451607787889998e-07
FTSE,43,QuantGAN,3,5.815164411338003e-06,2.3694465278722987e-07,9.32922731067265e-07
FTSE,43,QuantGAN,4,7.608550622872912e-06,4.726747933059272e-07,1.2147395445083475e-07
FTSE,43,QuantGAN,5,5.309754385507404e-06,3.03297963855087e-07,1.8227221687538986e-07
FTSE,43,QuantGAN,6,6.3860765480150405e-06,2.868694279900552e-07,9.810939261001295e-08
FTSE,43,QuantGAN,7,1.483635092558444e-06,2.8492779247102362e-08,1.7982684852313469e-07
FTSE,43,QuantGAN,8,4.404789681888843e-06,1.3331699122431928e-07,2.7162996829588337e-07
FTSE,43,QuantGAN,9,2.6468641025623185e-06,1.960854834059944e-08,2.0930369970528773e-07
FTSE,43,QuantGAN,10,4.233570989775615e-06,2.9570570192483103e-07,1.2317284436846876e-07
FTSE,43,QuantGAN,11,1.2385991441377087e-06,1.402440683584416e-07,2.4294388900614194e-07
FTSE,43,QuantGAN,12,1.1696375408210002e-05,8.546243392970609e-07,5.018657347477529e-07
FTSE,43,QuantGAN,13,3.6159905882904297e-06,1.0237614822550256e-07,1.4352960064911713e-07
FTSE,43,QuantGAN,14,1.1904315952993016e-05,5.840354877495457e-07,4.267875119978726e-08
FTSE,43,QuantGAN,15,4.01558546325731e-06,1.6085564014112208e-07,1.6739004848886907e-08
FTSE,43,QuantGAN,16,8.034878014484548e-06,7.918437425757929e-07,4.0471586792989456e-07
FTSE,43,QuantGAN,17,1.1887335766402884e-05,1.0596568356113778e-06,4.2936338751076164e-07
FTSE,43,QuantGAN,18,2.067924571846902e-05,1.29913981838925e-06,7.129093937408015e-08
FTSE,43,QuantGAN,19,3.0227554415063196e-07,2.6438722033894635e-07,4.550087613353071e-07
FTSE,43,GJR-GARCH,0,0.0,0.0,0.0
FTSE,43,GJR-GARCH,1,0.0,0.0,0.0
FTSE,43,GJR-GARCH,2,0.0,0.0,0.0
FTSE,43,GJR-GARCH,3,0.0,0.0,0.0
FTSE,43,GJR-GARCH,4,0.0,0.0,0.0
FTSE,43,GJR-GARCH,5,0.0,0.0,0.0
FTSE,43,GJR-GARCH,6,0.0,0.0,0.0
FTSE,43,GJR-GARCH,7,0.0,0.0,0.0
FTSE,43,GJR-GARCH,8,0.0,0.0,0.0
FTSE,43,GJR-GARCH,9,0.0,0.0,0.0
FTSE,43,GJR-GARCH,10,0.0,0.0,0.0
FTSE,43,GJR-GARCH,11,0.0,0.0,0.0
FTSE,43,GJR-GARCH,12,0.0,0.0,0.0
FTSE,43,GJR-GARCH,13,0.0,0.0,0.0
FTSE,43,GJR-GARCH,14,0.0,0.0,0.0
FTSE,43,GJR-GARCH,15,0.0,2.220446049250313e-16,0.0
FTSE,43,GJR-GARCH,16,0.0,2.220446049250313e-16,0.0
FTSE,43,GJR-GARCH,17,0.0,0.0,0.0
FTSE,43,GJR-GARCH,18,0.0,0.0,0.0
FTSE,43,GJR-GARCH,19,0.0,0.0,0.0
FTSE,43,CNN-WGAN-GP,0,5.127971987928248e-06,3.4665769876873753e-07,1.4507001289132404e-07
FTSE,43,CNN-WGAN-GP,1,4.597723947341592e-06,1.5859683077934505e-07,3.4303765517051943e-07
FTSE,43,CNN-WGAN-GP,2,1.0987997102862579e-05,5.390712647379559e-07,2.333306881041608e-08
FTSE,43,CNN-WGAN-GP,3,5.551311736962106e-06,1.401222169405969e-07,1.4856261465467924e-07
FTSE,43,CNN-WGAN-GP,4,8.64251168408714e-07,6.116507544895455e-08,2.8763451531688133e-07
FTSE,43,CNN-WGAN-GP,5,3.974529928729709e-06,2.241938834579571e-08,4.009919187808464e-07
FTSE,43,CNN-WGAN-GP,6,7.110979183266863e-08,2.2736785898480605e-07,4.673102331764767e-07
FTSE,43,CNN-WGAN-GP,7,1.8419704370664647e-06,1.023487246065713e-07,4.269284126223738e-08
FTSE,43,CNN-WGAN-GP,8,5.820964422031949e-06,1.5786517537641487e-07,2.410796806628923e-07
FTSE,43,CNN-WGAN-GP,9,1.443225383557234e-05,5.628953481107146e-07,3.2573610830866073e-07
FTSE,43,CNN-WGAN-GP,10,7.183809873190228e-06,3.731290161290701e-07,1.7322095047234143e-07
FTSE,43,CNN-WGAN-GP,11,3.2258776228033526e-07,2.617039269736665e-07,4.2746250983327627e-07
FTSE,43,CNN-WGAN-GP,12,1.7491920731416144e-05,1.3330059915883652e-06,4.544845637610706e-07
FTSE,43,CNN-WGAN-GP,13,7.0487210774849984e-06,5.166257737165836e-07,2.548261104351468e-07
FTSE,43,CNN-WGAN-GP,14,9.220192819903161e-06,4.469512491223071e-07,2.702453993919107e-07
FTSE,43,CNN-WGAN-GP,15,3.7013866207580293e-06,2.0802105393791237e-07,3.0339404588630714e-07
FTSE,43,CNN-WGAN-GP,16,6.243098600755559e-06,2.0651128140869446e-07,3.0026008523975634e-07
FTSE,43,CNN-WGAN-GP,17,2.4469002544158514e-06,2.277957305008016e-07,1.8856120398424991e-07
FTSE,43,CNN-WGAN-GP,18,9.017443450609619e-06,4.542708200716561e-07,2.0721323146233317e-07
FTSE,43,CNN-WGAN-GP,19,2.1968940560057604e-06,7.11815564269358e-08,4.1021665886376013e-07
FTSE,43,CONTROL: shuffled real,0,0.0,0.0,0.0
FTSE,43,CONTROL: shuffled real,1,0.0,0.0,0.0
FTSE,43,CONTROL: shuffled real,2,0.0,0.0,0.0
FTSE,43,CONTROL: shuffled real,3,0.0,0.0,0.0
FTSE,43,CONTROL: shuffled real,4,0.0,0.0,0.0
FTSE,43,CONTROL: shuffled real,5,0.0,0.0,0.0
FTSE,43,CONTROL: shuffled real,6,0.0,0.0,0.0
FTSE,43,CONTROL: shuffled real,7,0.0,0.0,0.0
FTSE,43,CONTROL: shuffled real,8,0.0,0.0,0.0
FTSE,43,CONTROL: shuffled real,9,0.0,0.0,0.0
FTSE,43,CONTROL: shuffled real,10,0.0,0.0,0.0
FTSE,43,CONTROL: shuffled real,11,0.0,0.0,1.7763568394002505e-15
FTSE,43,CONTROL: shuffled real,12,0.0,0.0,0.0
FTSE,43,CONTROL: shuffled real,13,0.0,2.220446049250313e-16,0.0
FTSE,43,CONTROL: shuffled real,14,0.0,0.0,0.0
FTSE,43,CONTROL: shuffled real,15,2.6645352591003757e-15,2.220446049250313e-16,0.0
FTSE,43,CONTROL: shuffled real,16,0.0,0.0,0.0
FTSE,43,CONTROL: shuffled real,17,0.0,0.0,0.0
FTSE,43,CONTROL: shuffled real,18,0.0,0.0,0.0
FTSE,43,CONTROL: shuffled real,19,0.0,0.0,0.0
FTSE,44,TimeGAN,0,9.138397229602191e-06,5.429540197443572e-07,3.193510469401417e-07
FTSE,44,TimeGAN,1,1.18585247488312e-05,1.2183947417643282e-06,6.64714960407764e-07
FTSE,44,TimeGAN,2,4.5709420160022773e-07,2.8817912278711333e-08,3.9793283335143315e-08
FTSE,44,TimeGAN,3,5.169393239690123e-06,1.3929326092565475e-07,7.296132817913303e-07
FTSE,44,TimeGAN,4,8.150153014696571e-07,5.533433378168695e-08,3.794923362221425e-07
FTSE,44,TimeGAN,5,2.084837190974298e-05,1.839731171626724e-06,7.533592363273556e-07
FTSE,44,TimeGAN,6,9.301111498327685e-06,9.29635313395849e-07,5.691070459334924e-07
FTSE,44,TimeGAN,7,3.6597881933886356e-06,3.8787488554348215e-08,5.579853006310032e-07
FTSE,44,TimeGAN,8,2.115762855625647e-05,1.243076199752835e-06,5.163673435504279e-07
FTSE,44,TimeGAN,9,8.554093149371056e-07,5.027360194809205e-08,1.667037583530373e-07
FTSE,44,TimeGAN,10,1.3923234858381761e-06,7.384337876725766e-07,7.992660808753271e-07
FTSE,44,TimeGAN,11,6.4110836408559635e-06,3.255680347535872e-08,6.761020507894955e-07
FTSE,44,TimeGAN,12,8.731996942845655e-06,5.334870032402961e-07,6.630985360800423e-08
FTSE,44,TimeGAN,13,1.0862421260249278e-06,3.0467247036369827e-07,5.041586508269802e-07
FTSE,44,TimeGAN,14,1.658360578149498e-05,8.257162595892709e-07,2.691737659432647e-07
FTSE,44,TimeGAN,15,4.369768377809891e-06,3.0761489688835297e-07,4.266678033104654e-08
FTSE,44,TimeGAN,16,1.4704234776452552e-06,2.514169747946937e-07,1.9853389332524785e-07
FTSE,44,TimeGAN,17,1.1242040277359422e-05,3.2742598610191465e-07,6.725612653468716e-07
FTSE,44,TimeGAN,18,1.8231599553164557e-05,6.222254163024132e-07,1.12273007424335e-06
FTSE,44,TimeGAN,19,1.0295626924783363e-05,8.43353098467503e-08,1.5395997561284958e-06
FTSE,44,GARCH,0,0.0,0.0,0.0
FTSE,44,GARCH,1,0.0,0.0,0.0
FTSE,44,GARCH,2,0.0,0.0,0.0
FTSE,44,GARCH,3,0.0,0.0,0.0
FTSE,44,GARCH,4,0.0,0.0,0.0
FTSE,44,GARCH,5,0.0,0.0,0.0
FTSE,44,GARCH,6,0.0,0.0,0.0
FTSE,44,GARCH,7,0.0,0.0,0.0
FTSE,44,GARCH,8,0.0,0.0,0.0
FTSE,44,GARCH,9,0.0,0.0,0.0
FTSE,44,GARCH,10,0.0,0.0,0.0
FTSE,44,GARCH,11,0.0,0.0,0.0
FTSE,44,GARCH,12,0.0,0.0,0.0
FTSE,44,GARCH,13,0.0,0.0,0.0
FTSE,44,GARCH,14,0.0,0.0,0.0
FTSE,44,GARCH,15,0.0,0.0,0.0
FTSE,44,GARCH,16,0.0,0.0,0.0
FTSE,44,GARCH,17,0.0,0.0,0.0
FTSE,44,GARCH,18,0.0,0.0,0.0
FTSE,44,GARCH,19,0.0,0.0,0.0
FTSE,44,QuantGAN,0,1.0397353382707308e-05,3.634018861387034e-07,4.1672107364831845e-07
FTSE,44,QuantGAN,1,1.0355868452993633e-05,5.8159476767905e-07,2.9317432037601066e-08
FTSE,44,QuantGAN,2,8.410840637296246e-06,9.281835795516002e-07,4.565963411806706e-07
FTSE,44,QuantGAN,3,3.770162235294805e-06,2.1119602422459138e-07,3.437242668269391e-08
FTSE,44,QuantGAN,4,1.5748269322379826e-05,8.647760108004832e-07,1.092480239606175e-08
FTSE,44,QuantGAN,5,2.6669585588834366e-06,9.733004113776644e-08,4.67785820745803e-07
FTSE,44,QuantGAN,6,4.4084046586512216e-06,3.1308398384943814e-07,2.40381671900991e-07
FTSE,44,QuantGAN,7,1.2798928570312285e-06,1.0385390303291331e-07,1.0149226170597103e-07
FTSE,44,QuantGAN,8,6.544959640919501e-06,3.248012208079132e-07,1.3827342826289168e-08
FTSE,44,QuantGAN,9,6.387240691907436e-07,4.2410739431453237e-07,4.753783500177633e-07
FTSE,44,QuantGAN,10,1.7823444533604516e-06,3.33057668111536e-08,1.8477476615430533e-07
FTSE,44,QuantGAN,11,7.178834247056898e-06,7.445755267898591e-07,2.9110644739205327e-07
FTSE,44,QuantGAN,12,3.7718476288972624e-06,7.213663155702932e-08,1.8841183901940894e-07
FTSE,44,QuantGAN,13,8.0727777462819e-06,5.771222764128225e-07,6.947002439972039e-08
FTSE,44,QuantGAN,14,2.242521474737913e-06,3.2385941728385603e-07,1.8116496214304334e-07
FTSE,44,QuantGAN,15,5.929509222291074e-06,8.736052892199808e-07,9.442921200530918e-07
FTSE,44,QuantGAN,16,5.475752096639752e-06,2.991246290662275e-07,3.348529524771493e-07
FTSE,44,QuantGAN,17,4.2576320424814185e-07,4.125694130774349e-07,5.896570680619106e-07
FTSE,44,QuantGAN,18,4.854786810781775e-06,2.3765364010053247e-07,3.354629996010772e-08
FTSE,44,QuantGAN,19,4.499469295371483e-06,1.1584269099529365e-09,4.855113626689445e-07
FTSE,44,GJR-GARCH,0,0.0,0.0,0.0
FTSE,44,GJR-GARCH,1,0.0,0.0,0.0
FTSE,44,GJR-GARCH,2,0.0,0.0,0.0
