market,seed,model,null,stat,n_draws,positions,share_p_le_05,mean_p,share_above_p97_5,p_floor
FTSE,43,CONTROL: shuffled real,2L (valid+test),poly3,20,1,0.0,0.65,0.7,0.5
FTSE,44,TimeGAN,2L (valid+test),rbf_x1,20,1,0.0,0.55,0.9,0.5
FTSE,44,TimeGAN,2L (valid+test),poly3,20,1,0.0,0.575,0.85,0.5
FTSE,44,GARCH,2L (valid+test),rbf_x1,20,1,0.0,0.825,0.35,0.5
FTSE,44,GARCH,2L (valid+test),poly3,20,1,0.0,0.825,0.35,0.5
FTSE,44,QuantGAN,2L (valid+test),rbf_x1,20,1,0.0,0.6,0.8,0.5
FTSE,44,QuantGAN,2L (valid+test),poly3,20,1,0.0,0.6,0.8,0.5
FTSE,44,GJR-GARCH,2L (valid+test),rbf_x1,20,1,0.0,0.775,0.45,0.5
FTSE,44,GJR-GARCH,2L (valid+test),poly3,20,1,0.0,0.725,0.55,0.5
FTSE,44,CNN-WGAN-GP,2L (valid+test),rbf_x1,20,1,0.0,0.725,0.55,0.5
FTSE,44,CNN-WGAN-GP,2L (valid+test),poly3,20,1,0.0,0.725,0.55,0.5
FTSE,44,CONTROL: shuffled real,2L (valid+test),rbf_x1,20,1,0.0,0.525,0.95,0.5
FTSE,44,CONTROL: shuffled real,2L (valid+test),poly3,20,1,0.0,0.65,0.7,0.5
FTSE,42,TimeGAN,3L,rbf_x1,20,502,0.0,0.674652087475149,0.0,0.0019880715705765406
FTSE,42,TimeGAN,3L,poly3,20,502,0.0,0.8525844930417495,0.0,0.0019880715705765406
FTSE,42,GARCH,3L,rbf_x1,20,502,0.0,0.9315109343936381,0.0,0.0019880715705765406
FTSE,42,GARCH,3L,poly3,20,502,0.0,0.9335984095427434,0.0,0.0019880715705765406
FTSE,42,QuantGAN,3L,rbf_x1,20,502,0.0,0.8892644135188867,0.0,0.0019880715705765406
FTSE,42,QuantGAN,3L,poly3,20,502,0.0,0.931013916500994,0.0,0.0019880715705765406
FTSE,42,GJR-GARCH,3L,rbf_x1,20,502,0.0,0.97713717693837,0.0,0.0019880715705765406
FTSE,42,GJR-GARCH,3L,poly3,20,502,0.0,0.9656063618290259,0.0,0.0019880715705765406
FTSE,42,CNN-WGAN-GP,3L,rbf_x1,20,502,0.0,0.9656063618290258,0.0,0.0019880715705765406
FTSE,42,CNN-WGAN-GP,3L,poly3,20,502,0.0,0.9561630218687872,0.0,0.0019880715705765406
FTSE,42,CONTROL: shuffled real,3L,rbf_x1,20,502,0.0,0.9485089463220675,0.0,0.0019880715705765406
FTSE,42,CONTROL: shuffled real,3L,poly3,20,502,0.0,0.9614314115308152,0.0,0.0019880715705765406
FTSE,43,TimeGAN,3L,rbf_x1,20,502,0.0,0.7749502982107355,0.0,0.0019880715705765406
FTSE,43,TimeGAN,3L,poly3,20,502,0.0,0.8205765407554673,0.0,0.0019880715705765406
FTSE,43,GARCH,3L,rbf_x1,20,502,0.0,0.9212723658051688,0.0,0.0019880715705765406
FTSE,43,GARCH,3L,poly3,20,502,0.0,0.942544731610338,0.0,0.0019880715705765406
FTSE,43,QuantGAN,3L,rbf_x1,20,502,0.0,0.9499005964214711,0.0,0.0019880715705765406
FTSE,43,QuantGAN,3L,poly3,20,502,0.0,0.9221669980119284,0.0,0.0019880715705765406
FTSE,43,GJR-GARCH,3L,rbf_x1,20,502,0.0,0.9469184890656065,0.0,0.0019880715705765406
FTSE,43,GJR-GARCH,3L,poly3,20,502,0.0,0.933996023856859,0.0,0.0019880715705765406
FTSE,43,CNN-WGAN-GP,3L,rbf_x1,20,502,0.0,0.9731610337972167,0.0,0.0019880715705765406
FTSE,43,CNN-WGAN-GP,3L,poly3,20,502,0.0,0.9720675944333996,0.0,0.0019880715705765406
FTSE,43,CONTROL: shuffled real,3L,rbf_x1,20,502,0.0,0.9363817097415508,0.0,0.0019880715705765406
FTSE,43,CONTROL: shuffled real,3L,poly3,20,502,0.0,0.9537773359840955,0.0,0.0019880715705765406
FTSE,44,TimeGAN,3L,rbf_x1,20,502,0.0,0.9186878727634197,0.0,0.0019880715705765406
FTSE,44,TimeGAN,3L,poly3,20,502,0.0,0.9171968190854871,0.0,0.0019880715705765406
FTSE,44,GARCH,3L,rbf_x1,20,502,0.0,0.9730616302186877,0.0,0.0019880715705765406
FTSE,44,GARCH,3L,poly3,20,502,0.0,0.9695825049701791,0.0,0.0019880715705765406
FTSE,44,QuantGAN,3L,rbf_x1,20,502,0.0,0.943041749502982,0.0,0.0019880715705765406
FTSE,44,QuantGAN,3L,poly3,20,502,0.0,0.9321073558648111,0.0,0.0019880715705765406
FTSE,44,GJR-GARCH,3L,rbf_x1,20,502,0.0,0.971868787276342,0.0,0.0019880715705765406
FTSE,44,GJR-GARCH,3L,poly3,20,502,0.0,0.9572564612326044,0.0,0.0019880715705765406
FTSE,44,CNN-WGAN-GP,3L,rbf_x1,20,502,0.0,0.9557654075546719,0.0,0.0019880715705765406
FTSE,44,CNN-WGAN-GP,3L,poly3,20,502,0.0,0.9496023856858848,0.0,0.0019880715705765406
FTSE,44,CONTROL: shuffled real,3L,rbf_x1,20,502,0.0,0.9324055666003976,0.0,0.0019880715705765406
FTSE,44,CONTROL: shuffled real,3L,poly3,20,502,0.0,0.9479125248508945,0.0,0.0019880715705765406
FTSE,42,TimeGAN,4L,rbf_x1,20,1003,0.0,0.6277390438247011,0.0,0.00099601593625498
FTSE,42,TimeGAN,4L,poly3,20,1003,0.0,0.9261454183266931,0.0,0.00099601593625498
FTSE,42,GARCH,4L,rbf_x1,20,1003,0.0,0.8884960159362549,0.0,0.00099601593625498
FTSE,42,GARCH,4L,poly3,20,1003,0.0,0.9667330677290836,0.0,0.00099601593625498
FTSE,42,QuantGAN,4L,rbf_x1,20,1003,0.0,0.8725099601593624,0.0,0.00099601593625498
FTSE,42,QuantGAN,4L,poly3,20,1003,0.0,0.9654382470119522,0.0,0.00099601593625498
FTSE,42,GJR-GARCH,4L,rbf_x1,20,1003,0.0,0.97699203187251,0.0,0.00099601593625498
FTSE,42,GJR-GARCH,4L,poly3,20,1003,0.0,0.9827689243027888,0.0,0.00099601593625498
FTSE,42,CNN-WGAN-GP,4L,rbf_x1,20,1003,0.0,0.9574203187250996,0.0,0.00099601593625498
FTSE,42,CNN-WGAN-GP,4L,poly3,20,1003,0.0,0.9780378486055777,0.0,0.00099601593625498
FTSE,42,CONTROL: shuffled real,4L,rbf_x1,20,1003,0.0,0.9344621513944222,0.0,0.00099601593625498
FTSE,42,CONTROL: shuffled real,4L,poly3,20,1003,0.0,0.9806772908366534,0.0,0.00099601593625498
FTSE,43,TimeGAN,4L,rbf_x1,20,1003,0.0,0.6565737051792829,0.0,0.00099601593625498
FTSE,43,TimeGAN,4L,poly3,20,1003,0.0,0.9101095617529879,0.0,0.00099601593625498
FTSE,43,GARCH,4L,rbf_x1,20,1003,0.0,0.914741035856574,0.0,0.00099601593625498
FTSE,43,GARCH,4L,poly3,20,1003,0.0,0.971215139442231,0.0,0.00099601593625498
FTSE,43,QuantGAN,4L,rbf_x1,20,1003,0.0,0.9433266932270916,0.0,0.00099601593625498
FTSE,43,QuantGAN,4L,poly3,20,1003,0.0,0.9610059760956174,0.0,0.00099601593625498
FTSE,43,GJR-GARCH,4L,rbf_x1,20,1003,0.0,0.9208167330677292,0.0,0.00099601593625498
FTSE,43,GJR-GARCH,4L,poly3,20,1003,0.0,0.9669322709163348,0.0,0.00099601593625498
FTSE,43,CNN-WGAN-GP,4L,rbf_x1,20,1003,0.0,0.9720617529880478,0.0,0.00099601593625498
FTSE,43,CNN-WGAN-GP,4L,poly3,20,1003,0.0,0.9860059760956176,0.0,0.00099601593625498
FTSE,43,CONTROL: shuffled real,4L,rbf_x1,20,1003,0.0,0.9243525896414342,0.0,0.00099601593625498
FTSE,43,CONTROL: shuffled real,4L,poly3,20,1003,0.0,0.9768426294820717,0.0,0.00099601593625498
FTSE,44,TimeGAN,4L,rbf_x1,20,1003,0.0,0.8758964143426293,0.0,0.00099601593625498
FTSE,44,TimeGAN,4L,poly3,20,1003,0.0,0.9585159362549801,0.0,0.00099601593625498
FTSE,44,GARCH,4L,rbf_x1,20,1003,0.0,0.9638944223107571,0.0,0.00099601593625498
FTSE,44,GARCH,4L,poly3,20,1003,0.0,0.9847609561752988,0.0,0.00099601593625498
FTSE,44,QuantGAN,4L,rbf_x1,20,1003,0.0,0.9261454183266933,0.0,0.00099601593625498
FTSE,44,QuantGAN,4L,poly3,20,1003,0.0,0.9659860557768922,0.0,0.00099601593625498
FTSE,44,GJR-GARCH,4L,rbf_x1,20,1003,0.0,0.9633466135458166,0.0,0.00099601593625498
FTSE,44,GJR-GARCH,4L,poly3,20,1003,0.0,0.9785856573705181,0.0,0.00099601593625498
FTSE,44,CNN-WGAN-GP,4L,rbf_x1,20,1003,0.0,0.9449203187250996,0.0,0.00099601593625498
FTSE,44,CNN-WGAN-GP,4L,poly3,20,1003,0.0,0.9747509960159363,0.0,0.00099601593625498
FTSE,44,CONTROL: shuffled real,4L,rbf_x1,20,1003,0.0,0.9237051792828685,0.0,0.00099601593625498
FTSE,44,CONTROL: shuffled real,4L,poly3,20,1003,0.0,0.9739043824701195,0.0,0.00099601593625498
FTSE,42,TimeGAN,6L,rbf_x1,20,2005,0.0,0.4579012961116651,0.0,0.0004985044865403788
FTSE,42,TimeGAN,6L,poly3,20,2005,0.0,0.9630358923230309,0.0,0.0004985044865403788
FTSE,42,GARCH,6L,rbf_x1,20,2005,0.0,0.7243768693918244,0.0,0.0004985044865403788
FTSE,42,GARCH,6L,poly3,20,2005,0.0,0.9833499501495513,0.0,0.0004985044865403788
FTSE,42,QuantGAN,6L,rbf_x1,20,2005,0.0,0.7510967098703889,0.0,0.0004985044865403788
FTSE,42,QuantGAN,6L,poly3,20,2005,0.0,0.982701894317049,0.0,0.0004985044865403788
FTSE,42,GJR-GARCH,6L,rbf_x1,20,2005,0.0,0.8702891326021934,0.0,0.0004985044865403788
FTSE,42,GJR-GARCH,6L,poly3,20,2005,0.0,0.9913758723828516,0.0,0.0004985044865403788
FTSE,42,CNN-WGAN-GP,6L,rbf_x1,20,2005,0.0,0.8204885343968096,0.0,0.0004985044865403788
FTSE,42,CNN-WGAN-GP,6L,poly3,20,2005,0.0,0.9890079760717846,0.0,0.0004985044865403788
FTSE,42,CONTROL: shuffled real,6L,rbf_x1,20,2005,0.0,0.7166749750747757,0.0,0.0004985044865403788
FTSE,42,CONTROL: shuffled real,6L,poly3,20,2005,0.0,0.9903290129611164,0.0,0.0004985044865403788
FTSE,43,TimeGAN,6L,rbf_x1,20,2005,0.0,0.36769690927218346,0.0,0.0004985044865403788
FTSE,43,TimeGAN,6L,poly3,20,2005,0.0,0.955009970089731,0.0,0.0004985044865403788
FTSE,43,GARCH,6L,rbf_x1,20,2005,0.0,0.7886091724825524,0.0,0.0004985044865403788
FTSE,43,GARCH,6L,poly3,20,2005,0.0,0.985593220338983,0.0,0.0004985044865403788
FTSE,43,QuantGAN,6L,rbf_x1,20,2005,0.0,0.7665503489531404,0.0,0.0004985044865403788
FTSE,43,QuantGAN,6L,poly3,20,2005,0.0,0.9804835493519443,0.0,0.0004985044865403788
FTSE,43,GJR-GARCH,6L,rbf_x1,20,2005,0.0,0.7505234297108674,0.0,0.0004985044865403788
FTSE,43,GJR-GARCH,6L,poly3,20,2005,0.0,0.9834496510468593,0.0,0.0004985044865403788
FTSE,43,CNN-WGAN-GP,6L,rbf_x1,20,2005,0.0,0.8574526420737787,0.0,0.0004985044865403788
FTSE,43,CNN-WGAN-GP,6L,poly3,20,2005,0.0,0.9929960119641077,0.0,0.0004985044865403788
FTSE,43,CONTROL: shuffled real,6L,rbf_x1,20,2005,0.0,0.6718095712861416,0.0,0.0004985044865403788
FTSE,43,CONTROL: shuffled real,6L,poly3,20,2005,0.0,0.9884097706879362,0.0,0.0004985044865403788
FTSE,44,TimeGAN,6L,rbf_x1,20,2005,0.0,0.6108923230309073,0.0,0.0004985044865403788
FTSE,44,TimeGAN,6L,poly3,20,2005,0.0,0.9792372881355933,0.0,0.0004985044865403788
FTSE,44,GARCH,6L,rbf_x1,20,2005,0.0,0.851196410767697,0.0,0.0004985044865403788
FTSE,44,GARCH,6L,poly3,20,2005,0.0,0.9923728813559322,0.0,0.0004985044865403788
FTSE,44,QuantGAN,6L,rbf_x1,20,2005,0.0,0.7233050847457627,0.0,0.0004985044865403788
FTSE,44,QuantGAN,6L,poly3,20,2005,0.0,0.9829760717846462,0.0,0.0004985044865403788
FTSE,44,GJR-GARCH,6L,rbf_x1,20,2005,0.0,0.8436939182452642,0.0,0.0004985044865403788
FTSE,44,GJR-GARCH,6L,poly3,20,2005,0.0,0.9892821535393818,0.0,0.0004985044865403788
FTSE,44,CNN-WGAN-GP,6L,rbf_x1,20,2005,0.0,0.7833000997008973,0.0,0.0004985044865403788
FTSE,44,CNN-WGAN-GP,6L,poly3,20,2005,0.0,0.9873629112662015,0.0,0.0004985044865403788
FTSE,44,CONTROL: shuffled real,6L,rbf_x1,20,2005,0.0,0.6661266201395813,0.0,0.0004985044865403788
FTSE,44,CONTROL: shuffled real,6L,poly3,20,2005,0.0,0.9869391824526421,0.0,0.0004985044865403788
FTSE,42,TimeGAN,all (existing null),rbf_x1,20,3996,0.2,0.4099949962471855,0.0,0.0002501876407305479
FTSE,42,TimeGAN,all (existing null),poly3,20,3996,0.0,0.9814485864398298,0.0,0.0002501876407305479
FTSE,42,GARCH,all (existing null),rbf_x1,20,3996,0.0,0.7213159869902428,0.0,0.0002501876407305479
FTSE,42,GARCH,all (existing null),poly3,20,3996,0.0,0.9916437327995997,0.0,0.0002501876407305479
FTSE,42,QuantGAN,all (existing null),rbf_x1,20,3996,0.05,0.7553289967475607,0.0,0.0002501876407305479
FTSE,42,QuantGAN,all (existing null),poly3,20,3996,0.0,0.9913184888666497,0.0,0.0002501876407305479
FTSE,42,GJR-GARCH,all (existing null),rbf_x1,20,3996,0.0,0.8866024518388793,0.0,0.0002501876407305479
FTSE,42,GJR-GARCH,all (existing null),poly3,20,3996,0.0,0.9956717538153615,0.0,0.0002501876407305479
FTSE,42,CNN-WGAN-GP,all (existing null),rbf_x1,20,3996,0.0,0.8268326244683515,0.0,0.0002501876407305479
FTSE,42,CNN-WGAN-GP,all (existing null),poly3,20,3996,0.0,0.9944833625218916,0.0,0.0002501876407305479
FTSE,42,CONTROL: shuffled real,all (existing null),rbf_x1,20,3996,0.0,0.7449712284213161,0.0,0.0002501876407305479
FTSE,42,CONTROL: shuffled real,all (existing null),poly3,20,3996,0.0,0.9951463597698273,0.0,0.0002501876407305479
FTSE,43,TimeGAN,all (existing null),rbf_x1,20,3996,0.0,0.3188141105829372,0.0,0.0002501876407305479
FTSE,43,TimeGAN,all (existing null),poly3,20,3996,0.0,0.977420565424068,0.0,0.0002501876407305479
FTSE,43,GARCH,all (existing null),rbf_x1,20,3996,0.05,0.7921691268451337,0.0,0.0002501876407305479
FTSE,43,GARCH,all (existing null),poly3,20,3996,0.0,0.992769577182887,0.0,0.0002501876407305479
FTSE,43,QuantGAN,all (existing null),rbf_x1,20,3996,0.0,0.7757693269952466,0.0,0.0002501876407305479
FTSE,43,QuantGAN,all (existing null),poly3,20,3996,0.0,0.9902051538653993,0.0,0.0002501876407305479
FTSE,43,GJR-GARCH,all (existing null),rbf_x1,20,3996,0.0,0.758443832874656,0.0,0.0002501876407305479
FTSE,43,GJR-GARCH,all (existing null),poly3,20,3996,0.0,0.9916937703277459,0.0,0.0002501876407305479
FTSE,43,CNN-WGAN-GP,all (existing null),rbf_x1,20,3996,0.0,0.874380785589192,0.0,0.0002501876407305479
FTSE,43,CNN-WGAN-GP,all (existing null),poly3,20,3996,0.0,0.9964848636477358,0.0,0.0002501876407305479
FTSE,43,CONTROL: shuffled real,all (existing null),rbf_x1,20,3996,0.0,0.7049286965223918,0.0,0.0002501876407305479
FTSE,43,CONTROL: shuffled real,all (existing null),poly3,20,3996,0.0,0.9941831373530148,0.0,0.0002501876407305479
FTSE,44,TimeGAN,all (existing null),rbf_x1,20,3996,0.0,0.633937953465099,0.0,0.0002501876407305479
FTSE,44,TimeGAN,all (existing null),poly3,20,3996,0.0,0.9895796847635726,0.0,0.0002501876407305479
FTSE,44,GARCH,all (existing null),rbf_x1,20,3996,0.0,0.8676632474355767,0.0,0.0002501876407305479
FTSE,44,GARCH,all (existing null),poly3,20,3996,0.0,0.9961721290968228,0.0,0.0002501876407305479
FTSE,44,QuantGAN,all (existing null),rbf_x1,20,3996,0.0,0.7361145859394546,0.0,0.0002501876407305479
FTSE,44,QuantGAN,all (existing null),poly3,20,3996,0.0,0.9914560920690517,0.0,0.0002501876407305479
FTSE,44,GJR-GARCH,all (existing null),rbf_x1,20,3996,0.0,0.85929447085314,0.0,0.0002501876407305479
FTSE,44,GJR-GARCH,all (existing null),poly3,20,3996,0.0,0.9946209657242931,0.0,0.0002501876407305479
FTSE,44,CNN-WGAN-GP,all (existing null),rbf_x1,20,3996,0.0,0.7960095071303478,0.0,0.0002501876407305479
FTSE,44,CNN-WGAN-GP,all (existing null),poly3,20,3996,0.0,0.9936577433074806,0.0,0.0002501876407305479
FTSE,44,CONTROL: shuffled real,all (existing null),rbf_x1,20,3996,0.0,0.691343507630723,0.0,0.0002501876407305479
FTSE,44,CONTROL: shuffled real,all (existing null),poly3,20,3996,0.0,0.9934450838128596,0.0,0.0002501876407305479
MOEX,42,TimeGAN,L (test block only),rbf_x1,20,0,,,,
MOEX,42,TimeGAN,L (test block only),poly3,20,0,,,,
MOEX,42,GARCH,L (test block only),rbf_x1,20,0,,,,
MOEX,42,GARCH,L (test block only),poly3,20,0,,,,
MOEX,42,QuantGAN,L (test block only),rbf_x1,20,0,,,,
MOEX,42,QuantGAN,L (test block only),poly3,20,0,,,,
MOEX,42,GJR-GARCH,L (test block only),rbf_x1,20,0,,,,
MOEX,42,GJR-GARCH,L (test block only),poly3,20,0,,,,
MOEX,42,CNN-WGAN-GP,L (test block only),rbf_x1,20,0,,,,
MOEX,42,CNN-WGAN-GP,L (test block only),poly3,20,0,,,,
MOEX,42,CONTROL: shuffled real,L (test block only),rbf_x1,20,0,,,,
MOEX,42,CONTROL: shuffled real,L (test block only),poly3,20,0,,,,
MOEX,43,TimeGAN,L (test block only),rbf_x1,20,0,,,,
MOEX,43,TimeGAN,L (test block only),poly3,20,0,,,,
MOEX,43,GARCH,L (test block only),rbf_x1,20,0,,,,
MOEX,43,GARCH,L (test block only),poly3,20,0,,,,
MOEX,43,QuantGAN,L (test block only),rbf_x1,20,0,,,,
MOEX,43,QuantGAN,L (test block only),poly3,20,0,,,,
MOEX,43,GJR-GARCH,L (test block only),rbf_x1,20,0,,,,
MOEX,43,GJR-GARCH,L (test block only),poly3,20,0,,,,
MOEX,43,CNN-WGAN-GP,L (test block only),rbf_x1,20,0,,,,
MOEX,43,CNN-WGAN-GP,L (test block only),poly3,20,0,,,,
MOEX,43,CONTROL: shuffled real,L (test block only),rbf_x1,20,0,,,,
MOEX,43,CONTROL: shuffled real,L (test block only),poly3,20,0,,,,
MOEX,44,TimeGAN,L (test block only),rbf_x1,20,0,,,,
MOEX,44,TimeGAN,L (test block only),poly3,20,0,,,,
MOEX,44,GARCH,L (test block only),rbf_x1,20,0,,,,
MOEX,44,GARCH,L (test block only),poly3,20,0,,,,
MOEX,44,QuantGAN,L (test block only),rbf_x1,20,0,,,,
MOEX,44,QuantGAN,L (test block only),poly3,20,0,,,,
MOEX,44,GJR-GARCH,L (test block only),rbf_x1,20,0,,,,
MOEX,44,GJR-GARCH,L (test block only),poly3,20,0,,,,
MOEX,44,CNN-WGAN-GP,L (test block only),rbf_x1,20,0,,,,
MOEX,44,CNN-WGAN-GP,L (test block only),poly3,20,0,,,,
MOEX,44,CONTROL: shuffled real,L (test block only),rbf_x1,20,0,,,,
MOEX,44,CONTROL: shuffled real,L (test block only),poly3,20,0,,,,
MOEX,42,TimeGAN,2L (valid+test),rbf_x1,20,1,0.0,1.0,0.0,0.5
MOEX,42,TimeGAN,2L (valid+test),poly3,20,1,0.0,1.0,0.0,0.5
MOEX,42,GARCH,2L (valid+test),rbf_x1,20,1,0.0,1.0,0.0,0.5
MOEX,42,GARCH,2L (valid+test),poly3,20,1,0.0,1.0,0.0,0.5
MOEX,42,QuantGAN,2L (valid+test),rbf_x1,20,1,0.0,1.0,0.0,0.5
MOEX,42,QuantGAN,2L (valid+test),poly3,20,1,0.0,1.0,0.0,0.5
MOEX,42,GJR-GARCH,2L (valid+test),rbf_x1,20,1,0.0,1.0,0.0,0.5
MOEX,42,GJR-GARCH,2L (valid+test),poly3,20,1,0.0,1.0,0.0,0.5
MOEX,42,CNN-WGAN-GP,2L (valid+test),rbf_x1,20,1,0.0,0.975,0.05,0.5
MOEX,42,CNN-WGAN-GP,2L (valid+test),poly3,20,1,0.0,0.975,0.05,0.5
MOEX,42,CONTROL: shuffled real,2L (valid+test),rbf_x1,20,1,0.0,1.0,0.0,0.5
MOEX,42,CONTROL: shuffled real,2L (valid+test),poly3,20,1,0.0,1.0,0.0,0.5
MOEX,43,TimeGAN,2L (valid+test),rbf_x1,20,1,0.0,0.975,0.05,0.5
MOEX,43,TimeGAN,2L (valid+test),poly3,20,1,0.0,0.975,0.05,0.5
MOEX,43,GARCH,2L (valid+test),rbf_x1,20,1,0.0,0.975,0.05,0.5
MOEX,43,GARCH,2L (valid+test),poly3,20,1,0.0,0.975,0.05,0.5
MOEX,43,QuantGAN,2L (valid+test),rbf_x1,20,1,0.0,1.0,0.0,0.5
MOEX,43,QuantGAN,2L (valid+test),poly3,20,1,0.0,1.0,0.0,0.5
MOEX,43,GJR-GARCH,2L (valid+test),rbf_x1,20,1,0.0,0.975,0.05,0.5
MOEX,43,GJR-GARCH,2L (valid+test),poly3,20,1,0.0,1.0,0.0,0.5
MOEX,43,CNN-WGAN-GP,2L (valid+test),rbf_x1,20,1,0.0,1.0,0.0,0.5
MOEX,43,CNN-WGAN-GP,2L (valid+test),poly3,20,1,0.0,1.0,0.0,0.5
MOEX,43,CONTROL: shuffled real,2L (valid+test),rbf_x1,20,1,0.0,1.0,0.0,0.5
MOEX,43,CONTROL: shuffled real,2L (valid+test),poly3,20,1,0.0,1.0,0.0,0.5
MOEX,44,TimeGAN,2L (valid+test),rbf_x1,20,1,0.0,0.975,0.05,0.5
MOEX,44,TimeGAN,2L (valid+test),poly3,20,1,0.0,0.975,0.05,0.5
MOEX,44,GARCH,2L (valid+test),rbf_x1,20,1,0.0,1.0,0.0,0.5
MOEX,44,GARCH,2L (valid+test),poly3,20,1,0.0,1.0,0.0,0.5
MOEX,44,QuantGAN,2L (valid+test),rbf_x1,20,1,0.0,1.0,0.0,0.5
MOEX,44,QuantGAN,2L (valid+test),poly3,20,1,0.0,1.0,0.0,0.5
MOEX,44,GJR-GARCH,2L (valid+test),rbf_x1,20,1,0.0,1.0,0.0,0.5
MOEX,44,GJR-GARCH,2L (valid+test),poly3,20,1,0.0,1.0,0.0,0.5
MOEX,44,CNN-WGAN-GP,2L (valid+test),rbf_x1,20,1,0.0,0.975,0.05,0.5
MOEX,44,CNN-WGAN-GP,2L (valid+test),poly3,20,1,0.0,1.0,0.0,0.5
MOEX,44,CONTROL: shuffled real,2L (valid+test),rbf_x1,20,1,0.0,1.0,0.0,0.5
MOEX,44,CONTROL: shuffled real,2L (valid+test),poly3,20,1,0.0,1.0,0.0,0.5
MOEX,42,TimeGAN,3L,rbf_x1,20,501,0.0,1.0,0.0,0.00199203187250996
MOEX,42,TimeGAN,3L,poly3,20,501,0.0,1.0,0.0,0.00199203187250996
MOEX,42,GARCH,3L,rbf_x1,20,501,0.0,0.9544820717131474,0.0,0.00199203187250996
MOEX,42,GARCH,3L,poly3,20,501,0.0,0.9857569721115539,0.0,0.00199203187250996
MOEX,42,QuantGAN,3L,rbf_x1,20,501,0.0,0.9169322709163346,0.0,0.00199203187250996
MOEX,42,QuantGAN,3L,poly3,20,501,0.0,0.994621513944223,0.0,0.00199203187250996
MOEX,42,GJR-GARCH,3L,rbf_x1,20,501,0.0,0.9621513944223107,0.0,0.00199203187250996
MOEX,42,GJR-GARCH,3L,poly3,20,501,0.0,0.9947211155378486,0.0,0.00199203187250996
MOEX,42,CNN-WGAN-GP,3L,rbf_x1,20,501,0.05,0.8760956175298805,0.05,0.00199203187250996
MOEX,42,CNN-WGAN-GP,3L,poly3,20,501,0.0,0.9781872509960159,0.0,0.00199203187250996
MOEX,42,CONTROL: shuffled real,3L,rbf_x1,20,501,0.0,1.0,0.0,0.00199203187250996
MOEX,42,CONTROL: shuffled real,3L,poly3,20,501,0.0,1.0,0.0,0.00199203187250996
MOEX,43,TimeGAN,3L,rbf_x1,20,501,0.05,0.8244023904382469,0.05,0.00199203187250996
MOEX,43,TimeGAN,3L,poly3,20,501,0.0,0.9768924302788845,0.0,0.00199203187250996
MOEX,43,GARCH,3L,rbf_x1,20,501,0.05,0.9077689243027889,0.05,0.00199203187250996
MOEX,43,GARCH,3L,poly3,20,501,0.0,0.972011952191235,0.0,0.00199203187250996
MOEX,43,QuantGAN,3L,rbf_x1,20,501,0.0,0.9550796812749004,0.0,0.00199203187250996
MOEX,43,QuantGAN,3L,poly3,20,501,0.0,0.995617529880478,0.0,0.00199203187250996
MOEX,43,GJR-GARCH,3L,rbf_x1,20,501,0.0,0.916832669322709,0.0,0.00199203187250996
MOEX,43,GJR-GARCH,3L,poly3,20,501,0.0,0.9915338645418327,0.0,0.00199203187250996
MOEX,43,CNN-WGAN-GP,3L,rbf_x1,20,501,0.0,0.9656374501992031,0.0,0.00199203187250996
MOEX,43,CNN-WGAN-GP,3L,poly3,20,501,0.0,1.0,0.0,0.00199203187250996
MOEX,43,CONTROL: shuffled real,3L,rbf_x1,20,501,0.0,1.0,0.0,0.00199203187250996
MOEX,43,CONTROL: shuffled real,3L,poly3,20,501,0.0,1.0,0.0,0.00199203187250996
MOEX,44,TimeGAN,3L,rbf_x1,20,501,0.0,0.8467131474103585,0.0,0.00199203187250996
MOEX,44,TimeGAN,3L,poly3,20,501,0.0,0.9682270916334662,0.0,0.00199203187250996
MOEX,44,GARCH,3L,rbf_x1,20,501,0.0,0.9601593625498008,0.0,0.00199203187250996
MOEX,44,GARCH,3L,poly3,20,501,0.0,1.0,0.0,0.00199203187250996
MOEX,44,QuantGAN,3L,rbf_x1,20,501,0.0,0.8333665338645417,0.0,0.00199203187250996
MOEX,44,QuantGAN,3L,poly3,20,501,0.0,0.9897410358565736,0.0,0.00199203187250996
MOEX,44,GJR-GARCH,3L,rbf_x1,20,501,0.0,0.9416334661354583,0.0,0.00199203187250996
MOEX,44,GJR-GARCH,3L,poly3,20,501,0.0,0.9993027888446215,0.0,0.00199203187250996
MOEX,44,CNN-WGAN-GP,3L,rbf_x1,20,501,0.0,0.900199203187251,0.0,0.00199203187250996
MOEX,44,CNN-WGAN-GP,3L,poly3,20,501,0.0,0.9863545816733069,0.0,0.00199203187250996
MOEX,44,CONTROL: shuffled real,3L,rbf_x1,20,501,0.0,1.0,0.0,0.00199203187250996
MOEX,44,CONTROL: shuffled real,3L,poly3,20,501,0.0,1.0,0.0,0.00199203187250996
MOEX,42,TimeGAN,4L,rbf_x1,20,1001,0.0,0.9056387225548901,0.0,0.000998003992015968
MOEX,42,TimeGAN,4L,poly3,20,1001,0.0,1.0,0.0,0.000998003992015968
MOEX,42,GARCH,4L,rbf_x1,20,1001,0.0,0.9034431137724551,0.0,0.000998003992015968
MOEX,42,GARCH,4L,poly3,20,1001,0.0,0.9928642714570859,0.0,0.000998003992015968
MOEX,42,QuantGAN,4L,rbf_x1,20,1001,0.0,0.8367764471057884,0.0,0.000998003992015968
