frame,scenario,market,seed,model,fidelity,temporal,composite,composite_6pool,fidelity_6pool,temporal_6pool
F,S0,FTSE,44,TimeGAN,2.375,3.0714285714285716,2.7232142857142856,3.3375,3.3607142857142853,3.3142857142857145
F,S0,MOEX,42,CNN-WGAN-GP,3.0892857142857144,3.0357142857142856,3.0625,3.817857142857143,4.085714285714285,3.55
F,S0,MOEX,42,CONTROL: shuffled real,,,,2.2964285714285717,1.0357142857142858,3.557142857142857
F,S0,MOEX,42,GARCH,3.0928571428571425,3.0214285714285714,3.0571428571428574,3.769642857142857,4.082142857142857,3.457142857142857
F,S0,MOEX,42,GJR-GARCH,2.642857142857143,2.742857142857143,2.6928571428571426,3.407142857142857,3.6357142857142852,3.1785714285714284
F,S0,MOEX,42,QuantGAN,3.039285714285714,2.8857142857142857,2.9625,3.6660714285714286,4.032142857142857,3.3
F,S0,MOEX,42,TimeGAN,3.1357142857142857,3.3142857142857145,3.225,4.042857142857143,4.128571428571428,3.957142857142857
F,S0,MOEX,43,CNN-WGAN-GP,2.525,2.892857142857143,2.7089285714285714,3.4196428571428568,3.525,3.314285714285714
F,S0,MOEX,43,CONTROL: shuffled real,,,,2.2625,1.025,3.5
F,S0,MOEX,43,GARCH,3.082142857142857,2.75,2.9160714285714286,3.619642857142857,4.067857142857143,3.1714285714285717
F,S0,MOEX,43,GJR-GARCH,3.0535714285714284,2.4785714285714286,2.7660714285714283,3.45,4.05,2.85
F,S0,MOEX,43,QuantGAN,3.5035714285714286,2.8571428571428568,3.180357142857143,3.9410714285714286,4.503571428571428,3.3785714285714286
F,S0,MOEX,43,TimeGAN,2.835714285714286,4.021428571428571,3.4285714285714284,4.307142857142857,3.8285714285714283,4.785714285714286
F,S0,MOEX,44,CNN-WGAN-GP,2.564285714285714,2.907142857142857,2.7357142857142858,3.4767857142857146,3.5607142857142855,3.3928571428571432
F,S0,MOEX,44,CONTROL: shuffled real,,,,2.2910714285714286,1.0107142857142857,3.5714285714285716
F,S0,MOEX,44,GARCH,3.1035714285714286,2.7642857142857142,2.9339285714285714,3.6535714285714285,4.1,3.207142857142857
F,S0,MOEX,44,GJR-GARCH,2.975,2.6428571428571432,2.8089285714285714,3.5089285714285716,3.975,3.0428571428571427
F,S0,MOEX,44,QuantGAN,3.2678571428571432,2.8214285714285716,3.0446428571428568,3.7678571428571432,4.264285714285714,3.2714285714285714
F,S0,MOEX,44,TimeGAN,3.0892857142857144,3.8642857142857148,3.4767857142857146,4.301785714285715,4.089285714285714,4.514285714285714
F,S0,NIFTY50,42,CNN-WGAN-GP,2.6928571428571426,2.5428571428571427,2.617857142857143,3.3285714285714283,3.692857142857143,2.9642857142857144
F,S0,NIFTY50,42,CONTROL: shuffled real,,,,2.2017857142857142,1.0107142857142857,3.3928571428571432
F,S0,NIFTY50,42,GARCH,3.15,2.75,2.95,3.6892857142857145,4.15,3.2285714285714286
F,S0,NIFTY50,42,GJR-GARCH,2.4321428571428574,2.5142857142857142,2.4732142857142856,3.1964285714285716,3.4285714285714284,2.9642857142857144
F,S0,NIFTY50,42,QuantGAN,2.767857142857143,2.892857142857143,2.830357142857143,3.582142857142857,3.7642857142857147,3.4
F,S0,NIFTY50,42,TimeGAN,3.957142857142857,4.3,4.128571428571428,5.001785714285715,4.953571428571428,5.05
F,S0,NIFTY50,43,CNN-WGAN-GP,2.8,2.757142857142857,2.7785714285714285,3.464285714285714,3.785714285714286,3.1428571428571432
F,S0,NIFTY50,43,CONTROL: shuffled real,,,,2.439285714285714,1.0571428571428572,3.8214285714285716
F,S0,NIFTY50,43,GARCH,3.4,3.042857142857143,3.2214285714285715,3.957142857142857,4.385714285714286,3.5285714285714285
F,S0,NIFTY50,43,GJR-GARCH,2.4178571428571427,2.6714285714285717,2.544642857142857,3.2357142857142853,3.407142857142857,3.064285714285714
F,S0,NIFTY50,43,QuantGAN,3.275,3.1857142857142855,3.230357142857143,3.9839285714285717,4.260714285714285,3.707142857142857
F,S0,NIFTY50,43,TimeGAN,3.1071428571428568,3.342857142857143,3.225,3.9196428571428568,4.103571428571429,3.7357142857142853
F,S0,NIFTY50,44,CNN-WGAN-GP,2.6964285714285716,2.6928571428571426,2.694642857142857,3.375,3.685714285714286,3.064285714285714
F,S0,NIFTY50,44,CONTROL: shuffled real,,,,2.2785714285714285,1.0214285714285714,3.5357142857142856
F,S0,NIFTY50,44,GARCH,3.1714285714285717,2.435714285714286,2.8035714285714284,3.4910714285714284,4.167857142857143,2.814285714285714
F,S0,NIFTY50,44,GJR-GARCH,2.525,2.2142857142857144,2.3696428571428574,3.055357142857143,3.525,2.585714285714286
F,S0,NIFTY50,44,QuantGAN,2.5714285714285716,2.8214285714285716,2.6964285714285716,3.4285714285714284,3.5642857142857145,3.292857142857143
F,S0,NIFTY50,44,TimeGAN,4.0357142857142865,4.835714285714285,4.435714285714286,5.371428571428572,5.035714285714286,5.707142857142857
F,S0,SHANGHAI,42,CNN-WGAN-GP,2.8857142857142857,2.9071428571428575,2.8964285714285714,3.7232142857142856,3.867857142857143,3.5785714285714283
F,S0,SHANGHAI,42,CONTROL: shuffled real,,,,1.7767857142857142,1.032142857142857,2.5214285714285714
F,S0,SHANGHAI,42,GARCH,2.939285714285714,3.25,3.0946428571428575,3.944642857142857,3.939285714285714,3.95
F,S0,SHANGHAI,42,GJR-GARCH,2.6714285714285717,2.9857142857142858,2.8285714285714283,3.682142857142857,3.6714285714285717,3.692857142857143
F,S0,SHANGHAI,42,QuantGAN,3.332142857142857,2.857142857142857,3.0946428571428575,3.930357142857143,4.332142857142857,3.5285714285714285
F,S0,SHANGHAI,42,TimeGAN,3.1714285714285717,3.0,3.085714285714286,3.942857142857143,4.157142857142857,3.7285714285714286
F,S0,SHANGHAI,43,CNN-WGAN-GP,2.3892857142857142,2.457142857142857,2.4232142857142858,3.2357142857142853,3.385714285714286,3.085714285714286
F,S0,SHANGHAI,43,CONTROL: shuffled real,,,,1.6875,1.025,2.35
F,S0,SHANGHAI,43,GARCH,3.0821428571428573,2.892857142857143,2.9875,3.8339285714285714,4.075,3.592857142857143
F,S0,SHANGHAI,43,GJR-GARCH,2.85,2.4714285714285715,2.6607142857142856,3.507142857142857,3.842857142857143,3.1714285714285717
F,S0,SHANGHAI,43,QuantGAN,2.7,2.692857142857143,2.6964285714285716,3.560714285714286,3.7,3.4214285714285717
F,S0,SHANGHAI,43,TimeGAN,3.9785714285714286,4.485714285714286,4.232142857142857,5.175,4.9714285714285715,5.378571428571428
F,S0,SHANGHAI,44,CNN-WGAN-GP,2.5964285714285715,2.7142857142857144,2.6553571428571425,3.4982142857142855,3.5964285714285715,3.4
F,S0,SHANGHAI,44,CONTROL: shuffled real,,,,1.6571428571428573,1.0214285714285714,2.2928571428571427
F,S0,SHANGHAI,44,GARCH,3.1107142857142858,3.0428571428571427,3.0767857142857142,3.9375,4.103571428571429,3.7714285714285714
F,S0,SHANGHAI,44,GJR-GARCH,2.825,2.7071428571428573,2.7660714285714283,3.625,3.8142857142857145,3.4357142857142855
F,S0,SHANGHAI,44,QuantGAN,3.0357142857142856,2.407142857142857,2.7214285714285715,3.5410714285714286,4.032142857142857,3.05
F,S0,SHANGHAI,44,TimeGAN,3.432142857142857,4.128571428571428,3.780357142857143,4.741071428571429,4.432142857142857,5.05
F,S1,BOVESPA,42,CNN-WGAN-GP,2.2607142857142857,2.2928571428571427,2.2767857142857144,3.067857142857143,3.257142857142857,2.8785714285714286
F,S1,BOVESPA,42,CONTROL: shuffled real,,,,1.8071428571428574,1.0071428571428571,2.607142857142857
F,S1,BOVESPA,42,GARCH,3.189285714285714,2.85,3.0196428571428573,3.855357142857143,4.189285714285715,3.5214285714285714
F,S1,BOVESPA,42,GJR-GARCH,3.0107142857142857,2.6785714285714284,2.8446428571428575,3.6910714285714286,4.010714285714286,3.3714285714285714
F,S1,BOVESPA,42,QuantGAN,3.2035714285714283,3.0571428571428574,3.1303571428571426,3.9785714285714286,4.2,3.757142857142857
F,S1,BOVESPA,42,TimeGAN,3.3357142857142854,4.121428571428572,3.7285714285714286,4.6,4.335714285714285,4.864285714285714
F,S1,BOVESPA,43,CNN-WGAN-GP,2.310714285714286,2.7071428571428573,2.5089285714285716,3.3160714285714286,3.3107142857142855,3.3214285714285716
F,S1,BOVESPA,43,CONTROL: shuffled real,,,,1.7625,1.0035714285714286,2.5214285714285714
F,S1,BOVESPA,43,GARCH,3.2357142857142853,2.914285714285714,3.075,3.907142857142857,4.235714285714286,3.5785714285714283
F,S1,BOVESPA,43,GJR-GARCH,2.4178571428571427,2.257142857142857,2.3375,3.125,3.4142857142857137,2.835714285714286
F,S1,BOVESPA,43,QuantGAN,2.8857142857142857,3.1214285714285714,3.0035714285714286,3.8714285714285714,3.8857142857142852,3.8571428571428568
F,S1,BOVESPA,43,TimeGAN,4.15,4.0,4.075,5.017857142857143,5.15,4.885714285714285
F,S1,BOVESPA,44,CNN-WGAN-GP,2.5535714285714284,2.6,2.5767857142857142,3.342857142857143,3.542857142857143,3.1428571428571432
F,S1,BOVESPA,44,CONTROL: shuffled real,,,,1.994642857142857,1.025,2.9642857142857144
F,S1,BOVESPA,44,GARCH,3.1535714285714285,2.95,3.0517857142857143,3.8517857142857146,4.1535714285714285,3.55
F,S1,BOVESPA,44,GJR-GARCH,2.682142857142857,2.6214285714285714,2.6517857142857144,3.4375,3.675,3.2
F,S1,BOVESPA,44,QuantGAN,2.810714285714286,3.0285714285714285,2.919642857142857,3.6875,3.8107142857142855,3.5642857142857145
F,S1,BOVESPA,44,TimeGAN,3.8,3.8,3.8,4.685714285714286,4.792857142857143,4.578571428571428
F,S1,FTSE,42,CNN-WGAN-GP,2.575,2.2928571428571427,2.4339285714285714,3.0142857142857142,3.5714285714285716,2.457142857142857
F,S1,FTSE,42,CONTROL: shuffled real,,,,2.6928571428571426,1.0285714285714285,4.357142857142857
F,S1,FTSE,42,GARCH,2.832142857142857,2.857142857142857,2.844642857142857,3.480357142857143,3.817857142857143,3.1428571428571432
F,S1,FTSE,42,GJR-GARCH,2.7607142857142857,2.6714285714285717,2.7160714285714285,3.3589285714285717,3.7607142857142852,2.9571428571428573
F,S1,FTSE,42,QuantGAN,2.7214285714285715,2.8714285714285714,2.7964285714285717,3.423214285714286,3.717857142857143,3.1285714285714286
F,S1,FTSE,42,TimeGAN,4.110714285714286,4.307142857142857,4.208928571428571,5.030357142857143,5.103571428571429,4.957142857142857
F,S1,FTSE,43,CNN-WGAN-GP,2.3964285714285714,2.3,2.3482142857142856,2.9160714285714286,3.3892857142857147,2.4428571428571426
F,S1,FTSE,43,CONTROL: shuffled real,,,,2.748214285714286,1.0392857142857141,4.457142857142857
F,S1,FTSE,43,GARCH,2.814285714285714,2.9642857142857144,2.8892857142857142,3.5160714285714283,3.8035714285714284,3.2285714285714286
F,S1,FTSE,43,GJR-GARCH,2.8071428571428574,2.5214285714285714,2.664285714285714,3.2767857142857144,3.7964285714285717,2.757142857142857
F,S1,FTSE,43,QuantGAN,2.789285714285714,2.85,2.819642857142857,3.469642857142857,3.782142857142857,3.157142857142857
F,S1,FTSE,43,TimeGAN,4.192857142857143,4.364285714285715,4.2785714285714285,5.073214285714286,5.189285714285714,4.957142857142857
F,S1,FTSE,44,CNN-WGAN-GP,2.832142857142857,3.1,2.9660714285714285,3.575,3.8285714285714283,3.3214285714285716
F,S1,FTSE,44,CONTROL: shuffled real,,,,2.998214285714286,1.025,4.9714285714285715
F,S1,FTSE,44,GARCH,3.3,2.9571428571428573,3.1285714285714286,3.751785714285714,4.296428571428572,3.207142857142857
F,S1,FTSE,44,GJR-GARCH,3.1107142857142858,2.7714285714285714,2.9410714285714286,3.5375,4.110714285714286,2.9642857142857144
F,S1,FTSE,44,QuantGAN,3.382142857142857,3.0,3.1910714285714286,3.782142857142857,4.378571428571428,3.185714285714286
F,S1,FTSE,44,TimeGAN,2.375,3.1714285714285717,2.773214285714286,3.355357142857143,3.3607142857142853,3.35
F,S1,MOEX,42,CNN-WGAN-GP,3.0892857142857144,3.0285714285714285,3.0589285714285714,3.817857142857143,4.085714285714285,3.55
F,S1,MOEX,42,CONTROL: shuffled real,,,,2.292857142857143,1.0357142857142858,3.55
F,S1,MOEX,42,GARCH,3.0928571428571425,2.992857142857143,3.0428571428571427,3.755357142857143,4.082142857142857,3.4285714285714284
F,S1,MOEX,42,GJR-GARCH,2.642857142857143,2.742857142857143,2.6928571428571426,3.407142857142857,3.6357142857142852,3.1785714285714284
F,S1,MOEX,42,QuantGAN,3.039285714285714,2.8857142857142857,2.9625,3.6660714285714286,4.032142857142857,3.3
F,S1,MOEX,42,TimeGAN,3.1357142857142857,3.35,3.242857142857143,4.060714285714286,4.128571428571428,3.992857142857143
F,S1,MOEX,43,CNN-WGAN-GP,2.525,2.9,2.7125,3.4232142857142853,3.525,3.3214285714285716
F,S1,MOEX,43,CONTROL: shuffled real,,,,2.2625,1.025,3.5
F,S1,MOEX,43,GARCH,3.082142857142857,2.757142857142857,2.919642857142857,3.6232142857142855,4.067857142857143,3.1785714285714284
F,S1,MOEX,43,GJR-GARCH,3.0535714285714284,2.4714285714285715,2.7625,3.4464285714285716,4.05,2.8428571428571425
F,S1,MOEX,43,QuantGAN,3.5035714285714286,2.8285714285714283,3.1660714285714286,3.926785714285714,4.503571428571428,3.35
F,S1,MOEX,43,TimeGAN,2.835714285714286,4.042857142857143,3.4392857142857145,4.317857142857143,3.8285714285714283,4.807142857142857
F,S1,MOEX,44,CNN-WGAN-GP,2.564285714285714,2.914285714285714,2.7392857142857143,3.480357142857143,3.5607142857142855,3.4
F,S1,MOEX,44,CONTROL: shuffled real,,,,2.2910714285714286,1.0107142857142857,3.5714285714285716
F,S1,MOEX,44,GARCH,3.1035714285714286,2.742857142857143,2.9232142857142858,3.6428571428571432,4.1,3.185714285714286
F,S1,MOEX,44,GJR-GARCH,2.975,2.6428571428571432,2.8089285714285714,3.5089285714285716,3.975,3.0428571428571427
F,S1,MOEX,44,QuantGAN,3.2678571428571432,2.85,3.0589285714285714,3.782142857142857,4.264285714285714,3.3
F,S1,MOEX,44,TimeGAN,3.0892857142857144,3.85,3.469642857142857,4.294642857142857,4.089285714285714,4.5
F,S1,NIFTY50,42,CNN-WGAN-GP,2.6928571428571426,2.5214285714285714,2.607142857142857,3.2785714285714285,3.692857142857143,2.8642857142857143
F,S1,NIFTY50,42,CONTROL: shuffled real,,,,2.355357142857143,1.0107142857142857,3.7
F,S1,NIFTY50,42,GARCH,3.15,2.7714285714285714,2.960714285714286,3.6714285714285717,4.15,3.192857142857143
F,S1,NIFTY50,42,GJR-GARCH,2.4321428571428574,2.564285714285714,2.498214285714286,3.1714285714285717,3.4285714285714284,2.914285714285714
F,S1,NIFTY50,42,QuantGAN,2.767857142857143,2.8857142857142857,2.8267857142857142,3.542857142857143,3.7642857142857147,3.3214285714285716
F,S1,NIFTY50,42,TimeGAN,3.957142857142857,4.257142857142857,4.107142857142857,4.980357142857143,4.953571428571428,5.007142857142857
F,S1,NIFTY50,43,CNN-WGAN-GP,2.8,2.75,2.775,3.425,3.785714285714286,3.064285714285714
F,S1,NIFTY50,43,CONTROL: shuffled real,,,,2.6214285714285714,1.0571428571428572,4.185714285714286
F,S1,NIFTY50,43,GARCH,3.4,3.0285714285714285,3.2142857142857144,3.907142857142857,4.385714285714286,3.4285714285714284
F,S1,NIFTY50,43,GJR-GARCH,2.4178571428571427,2.757142857142857,2.5875,3.242857142857143,3.407142857142857,3.0785714285714283
F,S1,NIFTY50,43,QuantGAN,3.275,3.207142857142857,3.2410714285714284,3.9589285714285714,4.260714285714285,3.657142857142857
F,S1,NIFTY50,43,TimeGAN,3.1071428571428568,3.257142857142857,3.1821428571428574,3.844642857142857,4.103571428571429,3.5857142857142863
F,S1,NIFTY50,44,CNN-WGAN-GP,2.6964285714285716,2.685714285714286,2.6910714285714286,3.3357142857142863,3.685714285714286,2.9857142857142858
F,S1,NIFTY50,44,CONTROL: shuffled real,,,,2.460714285714286,1.0214285714285714,3.9
F,S1,NIFTY50,44,GARCH,3.1714285714285717,2.4571428571428573,2.814285714285714,3.4660714285714285,4.167857142857143,2.7642857142857142
F,S1,NIFTY50,44,GJR-GARCH,2.525,2.1785714285714284,2.351785714285714,2.980357142857143,3.525,2.435714285714286
F,S1,NIFTY50,44,QuantGAN,2.5714285714285716,2.842857142857143,2.7071428571428573,3.385714285714286,3.5642857142857145,3.207142857142857
F,S1,NIFTY50,44,TimeGAN,4.0357142857142865,4.835714285714285,4.435714285714286,5.371428571428572,5.035714285714286,5.707142857142857
F,S1,SHANGHAI,42,CNN-WGAN-GP,2.8857142857142857,2.935714285714286,2.9107142857142856,3.6910714285714286,3.867857142857143,3.5142857142857147
F,S1,SHANGHAI,42,CONTROL: shuffled real,,,,1.9839285714285715,1.032142857142857,2.935714285714286
F,S1,SHANGHAI,42,GARCH,2.939285714285714,3.2785714285714285,3.1089285714285717,3.930357142857143,3.939285714285714,3.9214285714285717
F,S1,SHANGHAI,42,GJR-GARCH,2.6714285714285717,2.9857142857142858,2.8285714285714283,3.6535714285714285,3.6714285714285717,3.635714285714286
F,S1,SHANGHAI,42,QuantGAN,3.332142857142857,2.9214285714285717,3.126785714285714,3.9232142857142853,4.332142857142857,3.5142857142857147
F,S1,SHANGHAI,42,TimeGAN,3.1714285714285717,2.8785714285714286,3.025,3.817857142857143,4.157142857142857,3.4785714285714286
F,S1,SHANGHAI,43,CNN-WGAN-GP,2.3892857142857142,2.4285714285714284,2.4089285714285715,3.1821428571428574,3.385714285714286,2.9785714285714286
F,S1,SHANGHAI,43,CONTROL: shuffled real,,,,1.8875,1.025,2.75
F,S1,SHANGHAI,43,GARCH,3.0821428571428573,2.8857142857142857,2.9839285714285717,3.7946428571428568,4.075,3.5142857142857147
F,S1,SHANGHAI,43,GJR-GARCH,2.85,2.5214285714285714,2.685714285714286,3.4964285714285714,3.842857142857143,3.15
F,S1,SHANGHAI,43,QuantGAN,2.7,2.75,2.725,3.557142857142857,3.7,3.4142857142857146
F,S1,SHANGHAI,43,TimeGAN,3.9785714285714286,4.414285714285714,4.196428571428571,5.082142857142857,4.9714285714285715,5.192857142857143
F,S1,SHANGHAI,44,CNN-WGAN-GP,2.5964285714285715,2.6714285714285717,2.6339285714285716,3.423214285714286,3.5964285714285715,3.25
F,S1,SHANGHAI,44,CONTROL: shuffled real,,,,1.8857142857142857,1.0214285714285714,2.75
F,S1,SHANGHAI,44,GARCH,3.1107142857142858,3.0785714285714283,3.094642857142857,3.9196428571428568,4.103571428571429,3.7357142857142853
F,S1,SHANGHAI,44,GJR-GARCH,2.825,2.8,2.8125,3.6285714285714286,3.8142857142857145,3.442857142857143
F,S1,SHANGHAI,44,QuantGAN,3.0357142857142856,2.414285714285714,2.725,3.505357142857143,4.032142857142857,2.9785714285714286
F,S1,SHANGHAI,44,TimeGAN,3.432142857142857,4.0357142857142865,3.7339285714285717,4.6375,4.432142857142857,4.842857142857143
F,S2,BOVESPA,42,CNN-WGAN-GP,2.2607142857142857,2.2785714285714285,2.269642857142857,3.0571428571428574,3.257142857142857,2.8571428571428568
F,S2,BOVESPA,42,CONTROL: shuffled real,,,,1.825,1.0071428571428571,2.642857142857143
F,S2,BOVESPA,42,GARCH,3.189285714285714,2.8571428571428568,3.023214285714286,3.8625,4.189285714285715,3.5357142857142856
F,S2,BOVESPA,42,GJR-GARCH,3.0107142857142857,2.7,2.8553571428571427,3.7017857142857147,4.010714285714286,3.3928571428571432
F,S2,BOVESPA,42,QuantGAN,3.2035714285714283,3.085714285714286,3.1446428571428573,3.9821428571428568,4.2,3.7642857142857147
F,S2,BOVESPA,42,TimeGAN,3.3357142857142854,4.078571428571428,3.707142857142857,4.571428571428571,4.335714285714285,4.807142857142857
F,S2,BOVESPA,43,CNN-WGAN-GP,2.310714285714286,2.7357142857142858,2.523214285714286,3.323214285714286,3.3107142857142855,3.3357142857142854
F,S2,BOVESPA,43,CONTROL: shuffled real,,,,1.7732142857142859,1.0035714285714286,2.5428571428571427
F,S2,BOVESPA,43,GARCH,3.2357142857142853,2.914285714285714,3.075,3.917857142857143,4.235714285714286,3.6
F,S2,BOVESPA,43,GJR-GARCH,2.4178571428571427,2.2285714285714286,2.3232142857142857,3.1071428571428568,3.4142857142857137,2.8
F,S2,BOVESPA,43,QuantGAN,2.8857142857142857,3.1214285714285714,3.0035714285714286,3.8607142857142853,3.8857142857142852,3.8357142857142854
F,S2,BOVESPA,43,TimeGAN,4.15,4.0,4.075,5.017857142857143,5.15,4.885714285714285
F,S2,BOVESPA,44,CNN-WGAN-GP,2.5535714285714284,2.5785714285714283,2.5660714285714286,3.325,3.542857142857143,3.107142857142857
F,S2,BOVESPA,44,CONTROL: shuffled real,,,,2.001785714285714,1.025,2.9785714285714286
F,S2,BOVESPA,44,GARCH,3.1535714285714285,2.8785714285714286,3.0160714285714283,3.8232142857142852,4.1535714285714285,3.492857142857143
F,S2,BOVESPA,44,GJR-GARCH,2.682142857142857,2.6928571428571426,2.6875,3.473214285714286,3.675,3.2714285714285714
F,S2,BOVESPA,44,QuantGAN,2.810714285714286,3.042857142857143,2.9267857142857143,3.6875,3.8107142857142855,3.5642857142857145
F,S2,BOVESPA,44,TimeGAN,3.8,3.807142857142857,3.8035714285714284,4.689285714285715,4.792857142857143,4.585714285714285
F,S2,FTSE,42,CNN-WGAN-GP,2.575,2.25,2.4125,3.0035714285714286,3.5714285714285716,2.435714285714286
F,S2,FTSE,42,CONTROL: shuffled real,,,,2.65,1.0285714285714285,4.271428571428571
F,S2,FTSE,42,GARCH,2.832142857142857,2.835714285714286,2.8339285714285714,3.480357142857143,3.817857142857143,3.1428571428571432
F,S2,FTSE,42,GJR-GARCH,2.7607142857142857,2.7928571428571427,2.7767857142857144,3.4410714285714286,3.7607142857142852,3.1214285714285714
F,S2,FTSE,42,QuantGAN,2.7214285714285715,2.8785714285714286,2.8,3.4339285714285714,3.717857142857143,3.15
F,S2,FTSE,42,TimeGAN,4.110714285714286,4.242857142857143,4.176785714285715,4.991071428571429,5.103571428571429,4.878571428571428
F,S2,FTSE,43,CNN-WGAN-GP,2.3964285714285714,2.2642857142857142,2.330357142857143,2.9125,3.3892857142857147,2.435714285714286
F,S2,FTSE,43,CONTROL: shuffled real,,,,2.7053571428571432,1.0392857142857141,4.371428571428572
F,S2,FTSE,43,GARCH,2.814285714285714,2.95,2.882142857142857,3.5232142857142863,3.8035714285714284,3.242857142857143
F,S2,FTSE,43,GJR-GARCH,2.8071428571428574,2.55,2.6785714285714284,3.3017857142857148,3.7964285714285717,2.8071428571428574
F,S2,FTSE,43,QuantGAN,2.789285714285714,2.8785714285714286,2.8339285714285714,3.4875,3.782142857142857,3.1928571428571426
F,S2,FTSE,43,TimeGAN,4.192857142857143,4.357142857142857,4.275,5.069642857142857,5.189285714285714,4.95
F,S2,FTSE,44,CNN-WGAN-GP,2.832142857142857,3.085714285714286,2.9589285714285714,3.582142857142857,3.8285714285714283,3.3357142857142854
F,S2,FTSE,44,CONTROL: shuffled real,,,,2.9267857142857143,1.025,4.828571428571428
F,S2,FTSE,44,GARCH,3.3,2.9857142857142858,3.1428571428571432,3.7875,4.296428571428572,3.2785714285714285
F,S2,FTSE,44,GJR-GARCH,3.1107142857142858,2.8714285714285714,2.9910714285714284,3.6160714285714284,4.110714285714286,3.1214285714285714
F,S2,FTSE,44,QuantGAN,3.382142857142857,2.95,3.1660714285714286,3.7642857142857147,4.378571428571428,3.15
F,S2,FTSE,44,TimeGAN,2.375,3.107142857142857,2.7410714285714284,3.3232142857142852,3.3607142857142853,3.2857142857142856
F,S2,MOEX,42,CNN-WGAN-GP,3.0892857142857144,2.9214285714285717,3.0053571428571426,3.7464285714285714,4.085714285714285,3.407142857142857
F,S2,MOEX,42,CONTROL: shuffled real,,,,2.310714285714286,1.0357142857142858,3.5857142857142854
F,S2,MOEX,42,GARCH,3.0928571428571425,3.064285714285714,3.0785714285714283,3.7946428571428568,4.082142857142857,3.507142857142857
F,S2,MOEX,42,GJR-GARCH,2.642857142857143,2.7857142857142856,2.7142857142857144,3.4285714285714284,3.6357142857142852,3.2214285714285715
F,S2,MOEX,42,QuantGAN,3.039285714285714,2.935714285714286,2.9875,3.694642857142857,4.032142857142857,3.3571428571428568
F,S2,MOEX,42,TimeGAN,3.1357142857142857,3.292857142857143,3.2142857142857144,4.025,4.128571428571428,3.9214285714285717
F,S2,MOEX,43,CNN-WGAN-GP,2.525,2.8642857142857143,2.694642857142857,3.401785714285714,3.525,3.2785714285714285
F,S2,MOEX,43,CONTROL: shuffled real,,,,2.2696428571428573,1.025,3.5142857142857147
F,S2,MOEX,43,GARCH,3.082142857142857,2.7785714285714285,2.930357142857143,3.6339285714285716,4.067857142857143,3.2
F,S2,MOEX,43,GJR-GARCH,3.0535714285714284,2.5142857142857142,2.7839285714285715,3.475,4.05,2.9
F,S2,MOEX,43,QuantGAN,3.5035714285714286,2.7642857142857142,3.1339285714285716,3.8839285714285716,4.503571428571428,3.2642857142857147
F,S2,MOEX,43,TimeGAN,2.835714285714286,4.078571428571428,3.457142857142857,4.335714285714285,3.8285714285714283,4.842857142857143
F,S2,MOEX,44,CNN-WGAN-GP,2.564285714285714,2.8785714285714286,2.7214285714285715,3.4660714285714285,3.5607142857142855,3.3714285714285714
F,S2,MOEX,44,CONTROL: shuffled real,,,,2.305357142857143,1.0107142857142857,3.6
F,S2,MOEX,44,GARCH,3.1035714285714286,2.7928571428571427,2.9482142857142857,3.6642857142857146,4.1,3.2285714285714286
F,S2,MOEX,44,GJR-GARCH,2.975,2.6571428571428575,2.8160714285714286,3.5160714285714283,3.975,3.057142857142857
F,S2,MOEX,44,QuantGAN,3.2678571428571432,2.8214285714285716,3.044642857142857,3.7607142857142852,4.264285714285714,3.257142857142857
F,S2,MOEX,44,TimeGAN,3.0892857142857144,3.85,3.469642857142857,4.2875,4.089285714285714,4.485714285714286
F,S2,NIFTY50,42,CNN-WGAN-GP,2.6928571428571426,2.564285714285714,2.6285714285714286,3.2642857142857147,3.692857142857143,2.835714285714286
F,S2,NIFTY50,42,CONTROL: shuffled real,,,,2.5089285714285716,1.0107142857142857,4.007142857142857
F,S2,NIFTY50,42,GARCH,3.15,2.75,2.95,3.6071428571428568,4.15,3.064285714285714
F,S2,NIFTY50,42,GJR-GARCH,2.4321428571428574,2.5357142857142856,2.4839285714285717,3.1392857142857142,3.4285714285714284,2.85
F,S2,NIFTY50,42,QuantGAN,2.767857142857143,2.8857142857142857,2.8267857142857142,3.5035714285714286,3.7642857142857147,3.242857142857143
F,S2,NIFTY50,42,TimeGAN,3.957142857142857,4.264285714285714,4.110714285714286,4.976785714285715,4.953571428571428,5.0
F,S2,NIFTY50,43,CNN-WGAN-GP,2.8,2.7714285714285714,2.7857142857142856,3.382142857142857,3.785714285714286,2.9785714285714286
F,S2,NIFTY50,43,CONTROL: shuffled real,,,,2.867857142857143,1.0571428571428572,4.678571428571429
F,S2,NIFTY50,43,GARCH,3.4,3.0285714285714285,3.2142857142857144,3.8642857142857148,4.385714285714286,3.342857142857143
F,S2,NIFTY50,43,GJR-GARCH,2.4178571428571427,2.664285714285714,2.5410714285714286,3.142857142857143,3.407142857142857,2.8785714285714286
F,S2,NIFTY50,43,QuantGAN,3.275,3.242857142857143,3.2589285714285716,3.9267857142857148,4.260714285714285,3.592857142857143
F,S2,NIFTY50,43,TimeGAN,3.1071428571428568,3.292857142857143,3.2,3.8160714285714286,4.103571428571429,3.5285714285714285
F,S2,NIFTY50,44,CNN-WGAN-GP,2.6964285714285716,2.607142857142857,2.6517857142857144,3.2535714285714286,3.685714285714286,2.8214285714285716
F,S2,NIFTY50,44,CONTROL: shuffled real,,,,2.6214285714285714,1.0214285714285714,4.2214285714285715
